model,split,cell_line_display,density_bin,gt_count,pred_count,abs_error,signed_error,gt_count_plot,pred_count_plot
ecCount (peaks),test,NCI-H2170,50-149,97,91,6,-6,98,92
ecCount (peaks),train,NCI-H2170,50-149,97,105,8,8,98,106
ecCount (peaks),train,NCI-H2170,50-149,97,98,1,1,98,99
ecCount (peaks),val,SNU16,50-149,97,90,7,-7,98,91
ecCount (peaks),train,SNU16,50-149,97,102,5,5,98,103
ecCount (peaks),train,NCI-H2170,50-149,98,95,3,-3,99,96
ecCount (peaks),train,NCI-H2170,50-149,98,111,13,13,99,112
ecCount (peaks),train,NCI-H2170,50-149,98,103,5,5,99,104
ecCount (peaks),train,NCI-H2170,50-149,98,98,0,0,99,99
ecCount (peaks),train,NCI-H2170,50-149,99,107,8,8,100,108
ecCount (peaks),train,NCI-H2170,50-149,99,98,1,-1,100,99
ecCount (peaks),train,NCI-H2170,50-149,99,104,5,5,100,105
ecCount (peaks),train,NCI-H2170,50-149,99,109,10,10,100,110
ecCount (peaks),train,NCI-H2170,50-149,99,89,10,-10,100,90
ecCount (peaks),train,NCI-H2170,50-149,99,106,7,7,100,107
ecCount (peaks),train,NCI-H2170,50-149,99,89,10,-10,100,90
ecCount (peaks),train,NCI-H2170,50-149,99,96,3,-3,100,97
ecCount (peaks),train,NCI-H2170,50-149,99,97,2,-2,100,98
ecCount (peaks),train,NCI-H2170,50-149,100,106,6,6,101,107
ecCount (peaks),train,COLO320DM,50-149,101,90,11,-11,102,91
ecCount (peaks),train,NCI-H2170,50-149,101,99,2,-2,102,100
ecCount (peaks),train,NCI-H2170,50-149,101,95,6,-6,102,96
ecCount (peaks),test,NCI-H2170,50-149,101,101,0,0,102,102
ecCount (peaks),train,NCI-H2170,50-149,101,94,7,-7,102,95
ecCount (peaks),train,NCI-H2170,50-149,101,99,2,-2,102,100
ecCount (peaks),train,NCI-H2170,50-149,101,95,6,-6,102,96
ecCount (peaks),test,NCI-H716,50-149,101,110,9,9,102,111
ecCount (peaks),train,SNU16,50-149,101,122,21,21,102,123
ecCount (peaks),train,SNU16,50-149,101,101,0,0,102,102
ecCount (peaks),test,NCI-H2170,50-149,102,90,12,-12,103,91
ecCount (peaks),train,NCI-H2170,50-149,102,110,8,8,103,111
ecCount (peaks),val,NCI-H2170,50-149,102,97,5,-5,103,98
ecCount (peaks),train,NCI-H2170,50-149,102,94,8,-8,103,95
ecCount (peaks),val,NCI-H2170,50-149,102,97,5,-5,103,98
ecCount (peaks),test,NCI-H2170,50-149,103,99,4,-4,104,100
ecCount (peaks),val,NCI-H2170,50-149,103,102,1,-1,104,103
ecCount (peaks),test,NCI-H2170,50-149,103,76,27,-27,104,77
ecCount (peaks),val,NCI-H2170,50-149,103,126,23,23,104,127
ecCount (peaks),train,NCI-H2170,50-149,103,92,11,-11,104,93
ecCount (peaks),train,NCI-H2170,50-149,103,113,10,10,104,114
ecCount (peaks),train,NCI-H2170,50-149,104,113,9,9,105,114
ecCount (peaks),train,NCI-H2170,50-149,104,125,21,21,105,126
ecCount (peaks),val,NCI-H2170,50-149,104,67,37,-37,105,68
ecCount (peaks),train,NCI-H2170,50-149,105,112,7,7,106,113
ecCount (peaks),train,NCI-H2170,50-149,105,131,26,26,106,132
ecCount (peaks),val,NCI-H2170,50-149,105,111,6,6,106,112
ecCount (peaks),train,NCI-H2170,50-149,105,109,4,4,106,110
ecCount (peaks),train,NCI-H2170,50-149,105,94,11,-11,106,95
ecCount (peaks),test,NCI-H2170,50-149,105,113,8,8,106,114
ecCount (peaks),train,SNU16,50-149,105,95,10,-10,106,96
ecCount (peaks),train,NCI-H2170,50-149,106,103,3,-3,107,104
ecCount (peaks),train,NCI-H2170,50-149,106,109,3,3,107,110
ecCount (peaks),train,NCI-H2170,50-149,106,123,17,17,107,124
ecCount (peaks),val,NCI-H2170,50-149,106,111,5,5,107,112
ecCount (peaks),test,COLO320DM,50-149,107,101,6,-6,108,102
ecCount (peaks),train,NCI-H2170,50-149,107,106,1,-1,108,107
ecCount (peaks),val,NCI-H2170,50-149,107,100,7,-7,108,101
ecCount (peaks),train,NCI-H2170,50-149,107,106,1,-1,108,107
ecCount (peaks),train,NCI-H2170,50-149,107,134,27,27,108,135
ecCount (peaks),test,NCI-H2170,50-149,107,98,9,-9,108,99
ecCount (peaks),train,NCI-H2170,50-149,107,110,3,3,108,111
ecCount (peaks),train,NCI-H2170,50-149,108,84,24,-24,109,85
ecCount (peaks),val,NCI-H2170,50-149,108,108,0,0,109,109
ecCount (peaks),train,NCI-H2170,50-149,109,93,16,-16,110,94
ecCount (peaks),train,NCI-H2170,50-149,109,120,11,11,110,121
ecCount (peaks),train,NCI-H2170,50-149,109,110,1,1,110,111
ecCount (peaks),test,NCI-H2170,50-149,110,92,18,-18,111,93
ecCount (peaks),val,NCI-H2170,50-149,110,100,10,-10,111,101
ecCount (peaks),val,NCI-H2170,50-149,110,120,10,10,111,121
ecCount (peaks),train,NCI-H2170,50-149,110,99,11,-11,111,100
ecCount (peaks),val,NCI-H2170,50-149,110,106,4,-4,111,107
ecCount (peaks),train,NCI-H2170,50-149,110,101,9,-9,111,102
ecCount (peaks),test,NCI-H716,50-149,110,113,3,3,111,114
ecCount (peaks),train,SNU16,50-149,110,118,8,8,111,119
ecCount (peaks),train,NCI-H2170,50-149,111,108,3,-3,112,109
ecCount (peaks),train,NCI-H2170,50-149,111,156,45,45,112,157
ecCount (peaks),train,NCI-H2170,50-149,111,112,1,1,112,113
ecCount (peaks),train,NCI-H2170,50-149,111,101,10,-10,112,102
ecCount (peaks),train,SNU16,50-149,111,113,2,2,112,114
ecCount (peaks),train,NCI-H2170,50-149,112,110,2,-2,113,111
ecCount (peaks),train,NCI-H2170,50-149,112,106,6,-6,113,107
ecCount (peaks),train,SNU16,50-149,112,133,21,21,113,134
ecCount (peaks),train,NCI-H2170,50-149,113,127,14,14,114,128
ecCount (peaks),val,NCI-H2170,50-149,113,117,4,4,114,118
ecCount (peaks),train,NCI-H2170,50-149,114,113,1,-1,115,114
ecCount (peaks),train,NCI-H2170,50-149,114,127,13,13,115,128
ecCount (peaks),train,NCI-H2170,50-149,115,110,5,-5,116,111
ecCount (peaks),train,NCI-H2170,50-149,115,106,9,-9,116,107
ecCount (peaks),val,NCI-H2170,50-149,115,106,9,-9,116,107
ecCount (peaks),train,NCI-H2170,50-149,115,120,5,5,116,121
ecCount (peaks),train,NCI-H2170,50-149,115,135,20,20,116,136
ecCount (peaks),train,NCI-H2170,50-149,115,127,12,12,116,128
ecCount (peaks),train,NCI-H2170,50-149,116,119,3,3,117,120
ecCount (peaks),train,NCI-H2170,50-149,116,124,8,8,117,125
ecCount (peaks),test,NCI-H2170,50-149,116,116,0,0,117,117
ecCount (peaks),train,NCI-H2170,50-149,116,110,6,-6,117,111
ecCount (peaks),train,NCI-H716,50-149,116,112,4,-4,117,113
ecCount (peaks),train,NCI-H2170,50-149,117,128,11,11,118,129
ecCount (peaks),train,NCI-H2170,50-149,117,144,27,27,118,145
ecCount (peaks),train,NCI-H2170,50-149,117,130,13,13,118,131
ecCount (peaks),train,NCI-H2170,50-149,118,108,10,-10,119,109
ecCount (peaks),train,SNU16,50-149,118,115,3,-3,119,116
ecCount (peaks),train,NCI-H2170,50-149,119,122,3,3,120,123
ecCount (peaks),train,NCI-H2170,50-149,119,116,3,-3,120,117
ecCount (peaks),test,NCI-H2170,50-149,119,126,7,7,120,127
ecCount (peaks),train,NCI-H2170,50-149,119,127,8,8,120,128
ecCount (peaks),train,NCI-H2170,50-149,120,124,4,4,121,125
ecCount (peaks),train,NCI-H2170,50-149,120,95,25,-25,121,96
ecCount (peaks),train,NCI-H2170,50-149,120,102,18,-18,121,103
ecCount (peaks),train,NCI-H716,50-149,120,135,15,15,121,136
ecCount (peaks),val,NCI-H2170,50-149,121,121,0,0,122,122
ecCount (peaks),train,NCI-H2170,50-149,121,105,16,-16,122,106
ecCount (peaks),train,NCI-H2170,50-149,121,127,6,6,122,128
ecCount (peaks),train,NCI-H2170,50-149,121,119,2,-2,122,120
ecCount (peaks),train,NCI-H2170,50-149,121,121,0,0,122,122
ecCount (peaks),train,NCI-H2170,50-149,122,123,1,1,123,124
ecCount (peaks),train,NCI-H2170,50-149,122,122,0,0,123,123
ecCount (peaks),train,NCI-H2170,50-149,122,123,1,1,123,124
ecCount (peaks),train,NCI-H2170,50-149,122,107,15,-15,123,108
ecCount (peaks),train,NCI-H2170,50-149,123,115,8,-8,124,116
ecCount (peaks),train,NCI-H2170,50-149,123,115,8,-8,124,116
ecCount (peaks),val,NCI-H2170,50-149,123,108,15,-15,124,109
ecCount (peaks),val,NCI-H2170,50-149,123,116,7,-7,124,117
ecCount (peaks),train,SNU16,50-149,123,110,13,-13,124,111
ecCount (peaks),train,NCI-H2170,50-149,124,124,0,0,125,125
ecCount (peaks),test,NCI-H2170,50-149,124,129,5,5,125,130
ecCount (peaks),train,NCI-H2170,50-149,124,119,5,-5,125,120
ecCount (peaks),train,NCI-H2170,50-149,124,119,5,-5,125,120
ecCount (peaks),train,SNU16,50-149,124,92,32,-32,125,93
ecCount (peaks),val,NCI-H2170,50-149,125,122,3,-3,126,123
ecCount (peaks),train,NCI-H2170,50-149,125,131,6,6,126,132
ecCount (peaks),train,NCI-H2170,50-149,125,126,1,1,126,127
ecCount (peaks),train,NCI-H2170,50-149,125,141,16,16,126,142
ecCount (peaks),train,NCI-H2170,50-149,125,113,12,-12,126,114
ecCount (peaks),train,NCI-H2170,50-149,125,124,1,-1,126,125
ecCount (peaks),train,NCI-H2170,50-149,125,124,1,-1,126,125
ecCount (peaks),test,SNU16,50-149,125,109,16,-16,126,110
ecCount (peaks),train,NCI-H2170,50-149,126,129,3,3,127,130
ecCount (peaks),test,NCI-H2170,50-149,126,149,23,23,127,150
ecCount (peaks),test,NCI-H2170,50-149,126,70,56,-56,127,71
ecCount (peaks),train,NCI-H2170,50-149,127,126,1,-1,128,127
ecCount (peaks),train,NCI-H2170,50-149,127,110,17,-17,128,111
ecCount (peaks),train,NCI-H716,50-149,127,125,2,-2,128,126
ecCount (peaks),train,NCI-H2170,50-149,128,160,32,32,129,161
ecCount (peaks),train,NCI-H2170,50-149,128,142,14,14,129,143
ecCount (peaks),train,NCI-H2170,50-149,128,121,7,-7,129,122
ecCount (peaks),train,NCI-H716,50-149,128,144,16,16,129,145
ecCount (peaks),val,NCI-H2170,50-149,129,149,20,20,130,150
ecCount (peaks),train,NCI-H2170,50-149,129,132,3,3,130,133
ecCount (peaks),train,NCI-H716,50-149,129,138,9,9,130,139
ecCount (peaks),train,NCI-H2170,50-149,130,129,1,-1,131,130
ecCount (peaks),train,NCI-H2170,50-149,130,127,3,-3,131,128
ecCount (peaks),train,NCI-H2170,50-149,130,130,0,0,131,131
ecCount (peaks),train,NCI-H2170,50-149,131,119,12,-12,132,120
ecCount (peaks),train,NCI-H2170,50-149,131,128,3,-3,132,129
ecCount (peaks),train,NCI-H716,50-149,131,155,24,24,132,156
ecCount (peaks),train,NCI-H716,50-149,131,163,32,32,132,164
ecCount (peaks),train,NCI-H2170,50-149,132,155,23,23,133,156
ecCount (peaks),train,NCI-H2170,50-149,132,142,10,10,133,143
ecCount (peaks),train,NCI-H2170,50-149,132,116,16,-16,133,117
ecCount (peaks),test,NCI-H2170,50-149,132,171,39,39,133,172
ecCount (peaks),train,NCI-H2170,50-149,132,81,51,-51,133,82
ecCount (peaks),train,NCI-H2170,50-149,132,132,0,0,133,133
ecCount (peaks),val,NCI-H716,50-149,132,128,4,-4,133,129
ecCount (peaks),train,NCI-H716,50-149,132,133,1,1,133,134
ecCount (peaks),train,NCI-H716,50-149,132,137,5,5,133,138
ecCount (peaks),train,NCI-H2170,50-149,133,140,7,7,134,141
ecCount (peaks),train,NCI-H2170,50-149,133,144,11,11,134,145
ecCount (peaks),train,NCI-H2170,50-149,133,151,18,18,134,152
ecCount (peaks),train,NCI-H2170,50-149,134,125,9,-9,135,126
ecCount (peaks),val,NCI-H2170,50-149,134,99,35,-35,135,100
ecCount (peaks),train,NCI-H716,50-149,134,151,17,17,135,152
ecCount (peaks),train,NCI-H2170,50-149,135,164,29,29,136,165
ecCount (peaks),train,NCI-H2170,50-149,135,115,20,-20,136,116
ecCount (peaks),train,NCI-H2170,50-149,135,140,5,5,136,141
ecCount (peaks),test,NCI-H2170,50-149,135,134,1,-1,136,135
ecCount (peaks),train,NCI-H716,50-149,135,146,11,11,136,147
ecCount (peaks),train,NCI-H716,50-149,135,127,8,-8,136,128
ecCount (peaks),train,NCI-H2170,50-149,136,145,9,9,137,146
ecCount (peaks),train,NCI-H2170,50-149,136,80,56,-56,137,81
ecCount (peaks),train,NCI-H2170,50-149,137,133,4,-4,138,134
ecCount (peaks),train,NCI-H716,50-149,137,147,10,10,138,148
ecCount (peaks),train,NCI-H2170,50-149,138,137,1,-1,139,138
ecCount (peaks),test,NCI-H2170,50-149,138,135,3,-3,139,136
ecCount (peaks),train,NCI-H2170,50-149,138,128,10,-10,139,129
ecCount (peaks),train,NCI-H2170,50-149,138,147,9,9,139,148
ecCount (peaks),train,NCI-H2170,50-149,139,137,2,-2,140,138
ecCount (peaks),val,NCI-H2170,50-149,139,139,0,0,140,140
ecCount (peaks),test,NCI-H2170,50-149,139,140,1,1,140,141
ecCount (peaks),train,NCI-H2170,50-149,139,145,6,6,140,146
ecCount (peaks),test,NCI-H716,50-149,139,126,13,-13,140,127
ecCount (peaks),test,SNU16,50-149,140,138,2,-2,141,139
ecCount (peaks),train,NCI-H2170,50-149,141,122,19,-19,142,123
ecCount (peaks),val,NCI-H2170,50-149,141,141,0,0,142,142
ecCount (peaks),val,NCI-H2170,50-149,141,154,13,13,142,155
ecCount (peaks),train,NCI-H2170,50-149,141,137,4,-4,142,138
ecCount (peaks),train,SNU16,50-149,141,143,2,2,142,144
ecCount (peaks),train,SNU16,50-149,141,142,1,1,142,143
ecCount (peaks),train,NCI-H2170,50-149,142,148,6,6,143,149
ecCount (peaks),test,NCI-H2170,50-149,142,124,18,-18,143,125
ecCount (peaks),train,NCI-H2170,50-149,142,142,0,0,143,143
ecCount (peaks),train,NCI-H2170,50-149,142,150,8,8,143,151
ecCount (peaks),train,NCI-H2170,50-149,142,153,11,11,143,154
ecCount (peaks),train,NCI-H2170,50-149,142,145,3,3,143,146
ecCount (peaks),train,SNU16,50-149,142,149,7,7,143,150
ecCount (peaks),val,COLO320DM,50-149,143,148,5,5,144,149
ecCount (peaks),train,NCI-H2170,50-149,143,117,26,-26,144,118
ecCount (peaks),train,NCI-H2170,50-149,143,145,2,2,144,146
ecCount (peaks),val,NCI-H2170,50-149,143,135,8,-8,144,136
ecCount (peaks),train,NCI-H2170,50-149,143,128,15,-15,144,129
ecCount (peaks),train,NCI-H2170,50-149,143,138,5,-5,144,139
ecCount (peaks),train,COLO320DM,50-149,144,146,2,2,145,147
ecCount (peaks),val,NCI-H716,50-149,144,147,3,3,145,148
ecCount (peaks),train,NCI-H716,50-149,144,156,12,12,145,157
ecCount (peaks),train,SNU16,50-149,144,137,7,-7,145,138
ecCount (peaks),train,SNU16,50-149,144,116,28,-28,145,117
ecCount (peaks),train,NCI-H2170,50-149,145,135,10,-10,146,136
ecCount (peaks),val,NCI-H2170,50-149,145,131,14,-14,146,132
ecCount (peaks),train,NCI-H2170,50-149,145,120,25,-25,146,121
ecCount (peaks),train,NCI-H2170,50-149,146,154,8,8,147,155
ecCount (peaks),train,NCI-H2170,50-149,146,147,1,1,147,148
ecCount (peaks),train,NCI-H2170,50-149,146,153,7,7,147,154
ecCount (peaks),train,NCI-H2170,50-149,147,139,8,-8,148,140
ecCount (peaks),train,NCI-H2170,50-149,147,145,2,-2,148,146
ecCount (peaks),val,NCI-H2170,50-149,147,174,27,27,148,175
ecCount (peaks),train,NCI-H2170,50-149,147,136,11,-11,148,137
ecCount (peaks),val,NCI-H2170,50-149,147,133,14,-14,148,134
ecCount (peaks),test,NCI-H2170,50-149,148,144,4,-4,149,145
ecCount (peaks),val,NCI-H2170,50-149,148,146,2,-2,149,147
ecCount (peaks),train,NCI-H2170,50-149,148,154,6,6,149,155
ecCount (peaks),val,NCI-H2170,50-149,148,153,5,5,149,154
ecCount (peaks),val,NCI-H716,50-149,148,157,9,9,149,158
ecCount (peaks),train,SNU16,50-149,148,126,22,-22,149,127
ecCount (peaks),train,NCI-H2170,50-149,149,139,10,-10,150,140
ecCount (peaks),train,NCI-H2170,50-149,149,136,13,-13,150,137
ecCount (peaks),train,NCI-H2170,150-299,150,127,23,-23,151,128
ecCount (peaks),train,NCI-H2170,150-299,150,149,1,-1,151,150
ecCount (peaks),train,NCI-H2170,150-299,150,143,7,-7,151,144
ecCount (peaks),val,NCI-H2170,150-299,150,134,16,-16,151,135
ecCount (peaks),train,NCI-H2170,150-299,150,145,5,-5,151,146
ecCount (peaks),test,NCI-H716,150-299,150,175,25,25,151,176
ecCount (peaks),test,SNU16,150-299,150,157,7,7,151,158
ecCount (peaks),val,NCI-H2170,150-299,151,159,8,8,152,160
ecCount (peaks),train,NCI-H2170,150-299,151,134,17,-17,152,135
ecCount (peaks),test,NCI-H2170,150-299,151,133,18,-18,152,134
ecCount (peaks),train,SNU16,150-299,151,137,14,-14,152,138
ecCount (peaks),train,NCI-H2170,150-299,152,148,4,-4,153,149
ecCount (peaks),train,NCI-H2170,150-299,152,165,13,13,153,166
ecCount (peaks),val,NCI-H2170,150-299,152,157,5,5,153,158
ecCount (peaks),train,NCI-H2170,150-299,152,145,7,-7,153,146
ecCount (peaks),val,NCI-H2170,150-299,152,149,3,-3,153,150
ecCount (peaks),train,NCI-H2170,150-299,152,131,21,-21,153,132
ecCount (peaks),val,NCI-H716,150-299,152,155,3,3,153,156
ecCount (peaks),train,NCI-H2170,150-299,153,154,1,1,154,155
ecCount (peaks),train,NCI-H2170,150-299,153,160,7,7,154,161
ecCount (peaks),val,NCI-H2170,150-299,153,148,5,-5,154,149
ecCount (peaks),train,NCI-H2170,150-299,153,155,2,2,154,156
ecCount (peaks),train,NCI-H2170,150-299,153,146,7,-7,154,147
ecCount (peaks),train,NCI-H2170,150-299,154,150,4,-4,155,151
ecCount (peaks),train,NCI-H2170,150-299,155,148,7,-7,156,149
ecCount (peaks),train,NCI-H2170,150-299,156,95,61,-61,157,96
ecCount (peaks),val,NCI-H2170,150-299,156,151,5,-5,157,152
ecCount (peaks),val,NCI-H2170,150-299,157,164,7,7,158,165
ecCount (peaks),val,NCI-H2170,150-299,157,156,1,-1,158,157
ecCount (peaks),train,NCI-H2170,150-299,157,163,6,6,158,164
ecCount (peaks),train,NCI-H2170,150-299,157,182,25,25,158,183
ecCount (peaks),train,SNU16,150-299,157,162,5,5,158,163
ecCount (peaks),val,NCI-H2170,150-299,158,158,0,0,159,159
ecCount (peaks),val,NCI-H2170,150-299,158,173,15,15,159,174
ecCount (peaks),test,SNU16,150-299,158,134,24,-24,159,135
ecCount (peaks),val,NCI-H2170,150-299,159,176,17,17,160,177
ecCount (peaks),test,NCI-H2170,150-299,159,160,1,1,160,161
ecCount (peaks),train,NCI-H2170,150-299,159,160,1,1,160,161
ecCount (peaks),train,NCI-H2170,150-299,160,146,14,-14,161,147
ecCount (peaks),val,NCI-H2170,150-299,160,216,56,56,161,217
ecCount (peaks),val,NCI-H2170,150-299,160,163,3,3,161,164
ecCount (peaks),train,NCI-H2170,150-299,160,156,4,-4,161,157
ecCount (peaks),train,NCI-H2170,150-299,161,164,3,3,162,165
ecCount (peaks),val,SNU16,150-299,161,163,2,2,162,164
ecCount (peaks),train,NCI-H2170,150-299,162,173,11,11,163,174
ecCount (peaks),train,NCI-H2170,150-299,162,170,8,8,163,171
ecCount (peaks),train,NCI-H2170,150-299,163,163,0,0,164,164
ecCount (peaks),train,NCI-H2170,150-299,163,158,5,-5,164,159
ecCount (peaks),train,NCI-H2170,150-299,163,164,1,1,164,165
ecCount (peaks),test,NCI-H716,150-299,163,187,24,24,164,188
ecCount (peaks),train,NCI-H716,150-299,163,171,8,8,164,172
ecCount (peaks),test,NCI-H2170,150-299,164,163,1,-1,165,164
ecCount (peaks),train,NCI-H2170,150-299,164,162,2,-2,165,163
ecCount (peaks),train,NCI-H2170,150-299,165,171,6,6,166,172
ecCount (peaks),train,NCI-H2170,150-299,165,159,6,-6,166,160
ecCount (peaks),train,NCI-H2170,150-299,166,154,12,-12,167,155
ecCount (peaks),train,NCI-H2170,150-299,166,149,17,-17,167,150
ecCount (peaks),val,NCI-H716,150-299,166,164,2,-2,167,165
ecCount (peaks),val,NCI-H716,150-299,166,178,12,12,167,179
ecCount (peaks),test,NCI-H716,150-299,166,174,8,8,167,175
ecCount (peaks),test,SNU16,150-299,166,157,9,-9,167,158
ecCount (peaks),train,NCI-H2170,150-299,167,155,12,-12,168,156
ecCount (peaks),train,NCI-H2170,150-299,167,172,5,5,168,173
ecCount (peaks),train,NCI-H2170,150-299,168,115,53,-53,169,116
ecCount (peaks),val,NCI-H2170,150-299,168,140,28,-28,169,141
ecCount (peaks),train,NCI-H2170,150-299,168,167,1,-1,169,168
ecCount (peaks),train,NCI-H2170,150-299,168,170,2,2,169,171
ecCount (peaks),test,NCI-H2170,150-299,169,205,36,36,170,206
ecCount (peaks),val,NCI-H716,150-299,169,178,9,9,170,179
ecCount (peaks),train,NCI-H2170,150-299,170,174,4,4,171,175
ecCount (peaks),train,NCI-H2170,150-299,170,171,1,1,171,172
ecCount (peaks),test,NCI-H2170,150-299,170,163,7,-7,171,164
ecCount (peaks),train,SNU16,150-299,170,167,3,-3,171,168
ecCount (peaks),test,NCI-H716,150-299,171,153,18,-18,172,154
ecCount (peaks),train,NCI-H2170,150-299,172,185,13,13,173,186
ecCount (peaks),train,NCI-H716,150-299,172,175,3,3,173,176
ecCount (peaks),train,NCI-H716,150-299,172,162,10,-10,173,163
ecCount (peaks),train,SNU16,150-299,172,163,9,-9,173,164
ecCount (peaks),train,NCI-H2170,150-299,173,177,4,4,174,178
ecCount (peaks),val,NCI-H2170,150-299,173,156,17,-17,174,157
ecCount (peaks),test,NCI-H2170,150-299,174,189,15,15,175,190
ecCount (peaks),train,NCI-H2170,150-299,174,199,25,25,175,200
ecCount (peaks),test,NCI-H2170,150-299,174,155,19,-19,175,156
ecCount (peaks),val,SNU16,150-299,174,211,37,37,175,212
ecCount (peaks),test,NCI-H2170,150-299,175,173,2,-2,176,174
ecCount (peaks),train,NCI-H2170,150-299,175,236,61,61,176,237
ecCount (peaks),test,NCI-H2170,150-299,175,141,34,-34,176,142
ecCount (peaks),train,NCI-H2170,150-299,176,161,15,-15,177,162
ecCount (peaks),train,NCI-H716,150-299,176,178,2,2,177,179
ecCount (peaks),train,NCI-H2170,150-299,177,160,17,-17,178,161
ecCount (peaks),train,NCI-H2170,150-299,177,170,7,-7,178,171
ecCount (peaks),val,NCI-H2170,150-299,177,185,8,8,178,186
ecCount (peaks),train,NCI-H2170,150-299,177,166,11,-11,178,167
ecCount (peaks),train,NCI-H716,150-299,177,175,2,-2,178,176
ecCount (peaks),test,SNU16,150-299,177,219,42,42,178,220
ecCount (peaks),train,NCI-H2170,150-299,178,209,31,31,179,210
ecCount (peaks),test,NCI-H2170,150-299,178,176,2,-2,179,177
ecCount (peaks),train,NCI-H716,150-299,178,229,51,51,179,230
ecCount (peaks),train,SNU16,150-299,178,166,12,-12,179,167
ecCount (peaks),train,NCI-H2170,150-299,179,204,25,25,180,205
ecCount (peaks),test,NCI-H2170,150-299,179,178,1,-1,180,179
ecCount (peaks),train,NCI-H2170,150-299,179,161,18,-18,180,162
ecCount (peaks),train,NCI-H2170,150-299,179,174,5,-5,180,175
ecCount (peaks),train,NCI-H716,150-299,179,171,8,-8,180,172
ecCount (peaks),train,NCI-H716,150-299,179,172,7,-7,180,173
ecCount (peaks),train,NCI-H2170,150-299,180,177,3,-3,181,178
ecCount (peaks),test,NCI-H2170,150-299,180,186,6,6,181,187
ecCount (peaks),train,NCI-H2170,150-299,180,160,20,-20,181,161
ecCount (peaks),train,NCI-H2170,150-299,180,179,1,-1,181,180
ecCount (peaks),val,NCI-H2170,150-299,181,203,22,22,182,204
ecCount (peaks),train,NCI-H2170,150-299,181,181,0,0,182,182
ecCount (peaks),train,NCI-H2170,150-299,181,178,3,-3,182,179
ecCount (peaks),train,NCI-H2170,150-299,181,186,5,5,182,187
ecCount (peaks),train,NCI-H2170,150-299,181,198,17,17,182,199
ecCount (peaks),train,NCI-H2170,150-299,181,220,39,39,182,221
ecCount (peaks),train,NCI-H716,150-299,181,176,5,-5,182,177
ecCount (peaks),train,SNU16,150-299,181,162,19,-19,182,163
ecCount (peaks),test,NCI-H2170,150-299,182,181,1,-1,183,182
ecCount (peaks),test,NCI-H2170,150-299,182,282,100,100,183,283
ecCount (peaks),train,NCI-H2170,150-299,182,189,7,7,183,190
ecCount (peaks),train,NCI-H716,150-299,182,214,32,32,183,215
ecCount (peaks),val,NCI-H2170,150-299,183,150,33,-33,184,151
ecCount (peaks),train,NCI-H2170,150-299,183,130,53,-53,184,131
ecCount (peaks),test,SNU16,150-299,183,195,12,12,184,196
ecCount (peaks),train,NCI-H2170,150-299,184,182,2,-2,185,183
ecCount (peaks),test,NCI-H2170,150-299,184,225,41,41,185,226
ecCount (peaks),train,NCI-H2170,150-299,184,173,11,-11,185,174
ecCount (peaks),test,NCI-H2170,150-299,184,181,3,-3,185,182
ecCount (peaks),train,NCI-H2170,150-299,184,183,1,-1,185,184
ecCount (peaks),train,NCI-H2170,150-299,185,166,19,-19,186,167
ecCount (peaks),train,NCI-H2170,150-299,185,162,23,-23,186,163
ecCount (peaks),test,NCI-H716,150-299,185,217,32,32,186,218
ecCount (peaks),train,NCI-H2170,150-299,186,192,6,6,187,193
ecCount (peaks),train,NCI-H2170,150-299,186,191,5,5,187,192
ecCount (peaks),test,NCI-H2170,150-299,186,205,19,19,187,206
ecCount (peaks),train,NCI-H2170,150-299,186,180,6,-6,187,181
ecCount (peaks),train,NCI-H2170,150-299,187,203,16,16,188,204
ecCount (peaks),test,NCI-H2170,150-299,187,181,6,-6,188,182
ecCount (peaks),val,NCI-H2170,150-299,188,208,20,20,189,209
ecCount (peaks),train,NCI-H2170,150-299,188,215,27,27,189,216
ecCount (peaks),train,NCI-H2170,150-299,189,111,78,-78,190,112
ecCount (peaks),test,NCI-H2170,150-299,189,197,8,8,190,198
ecCount (peaks),val,SNU16,150-299,189,178,11,-11,190,179
ecCount (peaks),train,NCI-H2170,150-299,190,172,18,-18,191,173
ecCount (peaks),train,NCI-H2170,150-299,190,189,1,-1,191,190
ecCount (peaks),train,SNU16,150-299,190,193,3,3,191,194
ecCount (peaks),train,NCI-H2170,150-299,191,206,15,15,192,207
ecCount (peaks),train,NCI-H2170,150-299,191,143,48,-48,192,144
ecCount (peaks),val,NCI-H2170,150-299,191,193,2,2,192,194
ecCount (peaks),test,NCI-H2170,150-299,191,201,10,10,192,202
ecCount (peaks),train,NCI-H2170,150-299,191,196,5,5,192,197
ecCount (peaks),train,NCI-H716,150-299,191,208,17,17,192,209
ecCount (peaks),test,SNU16,150-299,191,173,18,-18,192,174
ecCount (peaks),test,NCI-H2170,150-299,192,197,5,5,193,198
ecCount (peaks),val,NCI-H2170,150-299,192,180,12,-12,193,181
ecCount (peaks),val,NCI-H2170,150-299,192,185,7,-7,193,186
ecCount (peaks),train,NCI-H2170,150-299,193,175,18,-18,194,176
ecCount (peaks),test,NCI-H2170,150-299,193,185,8,-8,194,186
ecCount (peaks),test,SNU16,150-299,193,204,11,11,194,205
ecCount (peaks),train,NCI-H2170,150-299,194,198,4,4,195,199
ecCount (peaks),train,NCI-H2170,150-299,194,165,29,-29,195,166
ecCount (peaks),train,NCI-H716,150-299,194,217,23,23,195,218
