uid,split,cell_line,cond,model,pred_count,gt_count,experiment,agent,dose,timepoint_h,arm,batch_group,confirmed,group_label
ncih2170_antibiotics_ps_g_105,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,151,151,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_106,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,246,246,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_107_a,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,103,103,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_108,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,83,83,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_110,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,66,66,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_111,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,152,152,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_112,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,184,184,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_113,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,79,79,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_114,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,202,202,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_115,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,296,296,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_116,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,107,107,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_36,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,912,912,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_37,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,283,283,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_38,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,223,223,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_39,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,58,58,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_40,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,98,98,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_42,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,245,245,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_43,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,491,491,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_44_a,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,52,52,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_45,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,94,94,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_46,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,148,148,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_47,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,506,506,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_48,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,362,362,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_49,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,446,446,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_50,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,285,285,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_51,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,86,86,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_54,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,182,182,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_55,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,375,375,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_56,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,174,174,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_60,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,76,76,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_61,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,181,181,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_62,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,244,244,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_63,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,78,78,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_64,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,340,340,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_65,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,192,192,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_66,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,79,79,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_67,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,90,90,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_68,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,78,78,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_69,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,46,46,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_71,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,157,157,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_72,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,138,138,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_74,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,213,213,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_76,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,90,90,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_77,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,112,112,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_81,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,150,150,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_85,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,289,289,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_86,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,85,85,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_88_a,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,115,115,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_88_b,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,121,121,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_89,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,103,103,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_90,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,127,127,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_91,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,560,560,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_92,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,145,145,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_94,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,235,235,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_95,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,180,180,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_96,test,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,521,521,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_97,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,252,252,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_98,train,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,167,167,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_antibiotics_ps_g_99,val,NCI-H2170,ncih2170_antibiotics_ps_g,Ground truth,867,867,antibiotic,P/S+G,,,treated,h2170_abx,False,NCI-H2170 · P/S+G
ncih2170_ctrl_1_24,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,355,355,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_25,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,441,441,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_27,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,504,504,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_29,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,226,226,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_30,test,NCI-H2170,ncih2170_ctrl_1,Ground truth,229,229,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_33,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,431,431,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_37,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,223,223,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_39,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,194,194,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_41,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,489,489,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_44,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,178,178,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_45,val,NCI-H2170,ncih2170_ctrl_1,Ground truth,141,141,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_50,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,243,243,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_51,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,280,280,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_53,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,613,613,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_54,test,NCI-H2170,ncih2170_ctrl_1,Ground truth,235,235,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_55,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,589,589,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_58,test,NCI-H2170,ncih2170_ctrl_1,Ground truth,179,179,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_60,val,NCI-H2170,ncih2170_ctrl_1,Ground truth,567,567,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_61,test,NCI-H2170,ncih2170_ctrl_1,Ground truth,251,251,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_62,test,NCI-H2170,ncih2170_ctrl_1,Ground truth,478,478,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_65,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,230,230,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_66,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,283,283,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_68,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,226,226,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_70,val,NCI-H2170,ncih2170_ctrl_1,Ground truth,115,115,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_82,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,404,404,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_86,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,359,359,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_88,test,NCI-H2170,ncih2170_ctrl_1,Ground truth,341,341,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_89,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,832,832,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_90,test,NCI-H2170,ncih2170_ctrl_1,Ground truth,87,87,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_94,test,NCI-H2170,ncih2170_ctrl_1,Ground truth,299,299,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_95,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,215,215,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_98,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,119,119,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_1_99,train,NCI-H2170,ncih2170_ctrl_1,Ground truth,221,221,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_102,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,257,257,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_103,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,107,107,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_105,test,NCI-H2170,ncih2170_ctrl_2,Ground truth,184,184,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_106,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,909,909,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_107,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,116,116,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_110,val,NCI-H2170,ncih2170_ctrl_2,Ground truth,526,526,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_112,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,217,217,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_114,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,503,503,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_115,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,371,371,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_116,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,94,94,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_117,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,172,172,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_118,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,523,523,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_119,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,282,282,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_121,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,418,418,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_122,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,194,194,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_123,val,NCI-H2170,ncih2170_ctrl_2,Ground truth,430,430,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_124,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,163,163,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_125,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,413,413,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_126,val,NCI-H2170,ncih2170_ctrl_2,Ground truth,196,196,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_127,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,378,378,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_129,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,220,220,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_130,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,228,228,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_132,test,NCI-H2170,ncih2170_ctrl_2,Ground truth,274,274,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_133,val,NCI-H2170,ncih2170_ctrl_2,Ground truth,557,557,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_134,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,390,390,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_136,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,314,314,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_139,test,NCI-H2170,ncih2170_ctrl_2,Ground truth,246,246,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_141,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,114,114,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_143,val,NCI-H2170,ncih2170_ctrl_2,Ground truth,191,191,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_22,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,438,438,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_24,test,NCI-H2170,ncih2170_ctrl_2,Ground truth,642,642,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_27,val,NCI-H2170,ncih2170_ctrl_2,Ground truth,520,520,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_28,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,259,259,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_29,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,170,170,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_30,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,572,572,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_31,val,NCI-H2170,ncih2170_ctrl_2,Ground truth,89,89,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_35,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,604,604,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_40,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,297,297,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_41,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,742,742,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_92,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,436,436,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_93,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,287,287,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_94,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,146,146,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_96,test,NCI-H2170,ncih2170_ctrl_2,Ground truth,96,96,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_ctrl_2_99,train,NCI-H2170,ncih2170_ctrl_2,Ground truth,290,290,drug,control,,,control,h2170_ctrl,False,NCI-H2170 · control
ncih2170_jc_jq1_ic50_24h_1,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,83,83,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_100,test,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,38,38,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_101,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,99,99,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_104,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,74,74,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_106,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,239,239,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_108,val,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,211,211,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_111,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,128,128,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_112,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,308,308,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_113,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,200,200,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_114,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,250,250,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_115,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,180,180,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_117,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,135,135,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_118,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,105,105,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_119,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,177,177,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_120,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,143,143,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_17,val,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,35,35,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_2,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,783,783,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
ncih2170_jc_jq1_ic50_24h_21,train,NCI-H2170,ncih2170_jc_jq1_ic50_24h,Ground truth,180,180,drug,JQ1,IC50,24.0,treated,h2170_jc,True,NCI-H2170 · JQ1 IC50 24 h
