uid,split,cell_line,cond,model,gt_count,pred_count
ncih2170_ctrl_1_53,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),613,465
ncih2170_ctrl_1_54,test,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),235,186
ncih2170_ctrl_1_55,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),589,428
ncih2170_ctrl_1_58,test,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),179,148
ncih2170_ctrl_1_60,val,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),567,439
ncih2170_ctrl_1_61,test,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),251,196
ncih2170_ctrl_1_62,test,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),478,359
ncih2170_ctrl_1_65,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),230,160
ncih2170_ctrl_1_66,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),283,182
ncih2170_ctrl_1_68,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),226,198
ncih2170_ctrl_1_70,val,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),115,100
ncih2170_ctrl_1_82,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),404,343
ncih2170_ctrl_1_86,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),359,258
ncih2170_ctrl_1_88,test,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),341,276
ncih2170_ctrl_1_89,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),832,575
ncih2170_ctrl_1_90,test,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),87,61
ncih2170_ctrl_1_94,test,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),299,253
ncih2170_ctrl_1_95,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),215,164
ncih2170_ctrl_1_98,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),119,113
ncih2170_ctrl_1_99,train,NCI-H2170,ncih2170_ctrl_1,Classic (after opt),221,185
ncih2170_ctrl_2_102,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),257,162
ncih2170_ctrl_2_103,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),107,100
ncih2170_ctrl_2_105,test,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),184,170
ncih2170_ctrl_2_106,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),909,651
ncih2170_ctrl_2_107,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),116,97
ncih2170_ctrl_2_110,val,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),526,398
ncih2170_ctrl_2_112,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),217,142
ncih2170_ctrl_2_114,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),503,373
ncih2170_ctrl_2_115,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),371,308
ncih2170_ctrl_2_116,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),94,70
ncih2170_ctrl_2_117,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),172,146
ncih2170_ctrl_2_118,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),523,385
ncih2170_ctrl_2_119,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),282,193
ncih2170_ctrl_2_121,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),418,320
ncih2170_ctrl_2_122,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),194,117
ncih2170_ctrl_2_123,val,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),430,320
ncih2170_ctrl_2_124,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),163,132
ncih2170_ctrl_2_125,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),413,331
ncih2170_ctrl_2_126,val,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),196,173
ncih2170_ctrl_2_127,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),378,282
ncih2170_ctrl_2_129,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),220,158
ncih2170_ctrl_2_130,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),228,179
ncih2170_ctrl_2_132,test,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),274,238
ncih2170_ctrl_2_133,val,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),557,351
ncih2170_ctrl_2_134,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),390,297
ncih2170_ctrl_2_136,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),314,238
ncih2170_ctrl_2_139,test,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),246,189
ncih2170_ctrl_2_141,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),114,78
ncih2170_ctrl_2_143,val,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),191,147
ncih2170_ctrl_2_22,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),438,264
ncih2170_ctrl_2_24,test,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),642,453
ncih2170_ctrl_2_27,val,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),520,373
ncih2170_ctrl_2_28,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),259,272
ncih2170_ctrl_2_29,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),170,177
ncih2170_ctrl_2_30,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),572,337
ncih2170_ctrl_2_31,val,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),89,78
ncih2170_ctrl_2_35,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),604,462
ncih2170_ctrl_2_40,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),297,214
ncih2170_ctrl_2_41,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),742,549
ncih2170_ctrl_2_92,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),436,262
ncih2170_ctrl_2_93,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),287,222
ncih2170_ctrl_2_94,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),146,107
ncih2170_ctrl_2_96,test,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),96,81
ncih2170_ctrl_2_99,train,NCI-H2170,ncih2170_ctrl_2,Classic (after opt),290,219
ncih2170_facs_fish_0223_high_her2_10,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),138,100
ncih2170_facs_fish_0223_high_her2_11,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),101,76
ncih2170_facs_fish_0223_high_her2_13,test,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),375,256
ncih2170_facs_fish_0223_high_her2_16,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),130,104
ncih2170_facs_fish_0223_high_her2_18,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),46,53
ncih2170_facs_fish_0223_high_her2_19,val,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),96,76
ncih2170_facs_fish_0223_high_her2_2,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),86,70
ncih2170_facs_fish_0223_high_her2_20,val,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),87,60
ncih2170_facs_fish_0223_high_her2_3,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),116,95
ncih2170_facs_fish_0223_high_her2_4,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),77,63
ncih2170_facs_fish_0223_high_her2_5,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),152,134
ncih2170_facs_fish_0223_high_her2_6,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),332,245
ncih2170_facs_fish_0223_high_her2_7,test,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),62,66
ncih2170_facs_fish_0223_high_her2_8,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),228,162
ncih2170_facs_fish_0223_high_her2_9,train,NCI-H2170,ncih2170_facs_fish_0223_high_her2,Classic (after opt),94,72
ncih2170_facs_fish_0223_low_her2_10,train,NCI-H2170,ncih2170_facs_fish_0223_low_her2,Classic (after opt),24,15
ncih2170_facs_fish_0223_low_her2_12,val,NCI-H2170,ncih2170_facs_fish_0223_low_her2,Classic (after opt),77,48
ncih2170_facs_fish_0223_low_her2_19,test,NCI-H2170,ncih2170_facs_fish_0223_low_her2,Classic (after opt),40,28
ncih2170_facs_fish_0223_low_her2_2,test,NCI-H2170,ncih2170_facs_fish_0223_low_her2,Classic (after opt),189,196
ncih2170_facs_fish_0223_low_her2_6,test,NCI-H2170,ncih2170_facs_fish_0223_low_her2,Classic (after opt),15,15
ncih2170_facs_fish_0223_low_her2_9,train,NCI-H2170,ncih2170_facs_fish_0223_low_her2,Classic (after opt),24,19
ncih2170_facs_fish_0423_high_her2_21,train,NCI-H2170,ncih2170_facs_fish_0423_high_her2,Classic (after opt),115,112
ncih2170_facs_fish_0423_high_her2_23,train,NCI-H2170,ncih2170_facs_fish_0423_high_her2,Classic (after opt),187,176
ncih2170_facs_fish_0423_high_her2_24,train,NCI-H2170,ncih2170_facs_fish_0423_high_her2,Classic (after opt),174,146
ncih2170_facs_fish_0423_high_her2_25,train,NCI-H2170,ncih2170_facs_fish_0423_high_her2,Classic (after opt),97,89
ncih2170_facs_fish_0423_high_her2_27,test,NCI-H2170,ncih2170_facs_fish_0423_high_her2,Classic (after opt),396,280
ncih2170_facs_fish_0423_low_her2_10,test,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),191,168
ncih2170_facs_fish_0423_low_her2_101,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),104,95
ncih2170_facs_fish_0423_low_her2_104,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),61,56
ncih2170_facs_fish_0423_low_her2_105,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),62,59
ncih2170_facs_fish_0423_low_her2_109,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),109,109
ncih2170_facs_fish_0423_low_her2_11,test,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),44,27
ncih2170_facs_fish_0423_low_her2_111,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),107,118
ncih2170_facs_fish_0423_low_her2_115,val,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),152,135
ncih2170_facs_fish_0423_low_her2_118,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),43,36
ncih2170_facs_fish_0423_low_her2_14,val,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),70,46
ncih2170_facs_fish_0423_low_her2_16,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),61,45
ncih2170_facs_fish_0423_low_her2_18,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),99,72
ncih2170_facs_fish_0423_low_her2_20,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),213,51
ncih2170_facs_fish_0423_low_her2_21,val,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),48,22
ncih2170_facs_fish_0423_low_her2_22,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),64,34
ncih2170_facs_fish_0423_low_her2_28,test,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),174,87
ncih2170_facs_fish_0423_low_her2_3,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),128,121
ncih2170_facs_fish_0423_low_her2_30,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),96,75
ncih2170_facs_fish_0423_low_her2_31_b,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),197,142
ncih2170_facs_fish_0423_low_her2_35,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),211,169
ncih2170_facs_fish_0423_low_her2_37,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),60,46
ncih2170_facs_fish_0423_low_her2_4,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),117,94
ncih2170_facs_fish_0423_low_her2_43,test,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),139,113
ncih2170_facs_fish_0423_low_her2_44,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),115,141
ncih2170_facs_fish_0423_low_her2_46,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),167,132
ncih2170_facs_fish_0423_low_her2_48,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),99,89
ncih2170_facs_fish_0423_low_her2_49,val,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),141,130
ncih2170_facs_fish_0423_low_her2_56,test,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),101,88
ncih2170_facs_fish_0423_low_her2_59,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),170,122
ncih2170_facs_fish_0423_low_her2_64,val,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),113,107
ncih2170_facs_fish_0423_low_her2_65,val,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),89,93
ncih2170_facs_fish_0423_low_her2_66,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),41,71
ncih2170_facs_fish_0423_low_her2_68,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),103,61
ncih2170_facs_fish_0423_low_her2_7,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),84,51
ncih2170_facs_fish_0423_low_her2_71,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),135,133
ncih2170_facs_fish_0423_low_her2_72,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),142,113
ncih2170_facs_fish_0423_low_her2_74,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),97,106
ncih2170_facs_fish_0423_low_her2_75,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),111,122
ncih2170_facs_fish_0423_low_her2_76,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),204,209
ncih2170_facs_fish_0423_low_her2_8,test,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),87,62
ncih2170_facs_fish_0423_low_her2_83,val,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),51,55
ncih2170_facs_fish_0423_low_her2_87,test,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),67,61
ncih2170_facs_fish_0423_low_her2_9,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),143,88
ncih2170_facs_fish_0423_low_her2_91,test,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),79,73
ncih2170_facs_fish_0423_low_her2_94,test,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),132,129
ncih2170_facs_fish_0423_low_her2_95,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),26,24
ncih2170_facs_fish_0423_low_her2_97,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),114,102
ncih2170_facs_fish_0423_low_her2_98,train,NCI-H2170,ncih2170_facs_fish_0423_low_her2,Classic (after opt),125,115
ncih2170_facs_fish_0723_high_her2_1,val,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),368,238
ncih2170_facs_fish_0723_high_her2_10,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),597,371
ncih2170_facs_fish_0723_high_her2_102,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),276,222
ncih2170_facs_fish_0723_high_her2_103,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),199,165
ncih2170_facs_fish_0723_high_her2_104,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),676,580
ncih2170_facs_fish_0723_high_her2_108,test,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),186,133
ncih2170_facs_fish_0723_high_her2_109,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),292,237
ncih2170_facs_fish_0723_high_her2_11,val,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),835,520
ncih2170_facs_fish_0723_high_her2_110,test,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),358,258
ncih2170_facs_fish_0723_high_her2_111,test,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),278,174
ncih2170_facs_fish_0723_high_her2_113,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),843,714
ncih2170_facs_fish_0723_high_her2_114,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),329,227
ncih2170_facs_fish_0723_high_her2_116,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),395,308
ncih2170_facs_fish_0723_high_her2_12,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),211,166
ncih2170_facs_fish_0723_high_her2_120,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),250,237
ncih2170_facs_fish_0723_high_her2_121,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),344,289
ncih2170_facs_fish_0723_high_her2_122,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),245,193
ncih2170_facs_fish_0723_high_her2_123,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),325,227
ncih2170_facs_fish_0723_high_her2_124,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),165,129
ncih2170_facs_fish_0723_high_her2_125,val,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),442,398
ncih2170_facs_fish_0723_high_her2_13,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),299,206
ncih2170_facs_fish_0723_high_her2_17,val,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),473,304
ncih2170_facs_fish_0723_high_her2_18,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),611,429
ncih2170_facs_fish_0723_high_her2_21,test,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),180,131
ncih2170_facs_fish_0723_high_her2_24,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),184,128
ncih2170_facs_fish_0723_high_her2_27,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),319,148
ncih2170_facs_fish_0723_high_her2_28,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),232,176
ncih2170_facs_fish_0723_high_her2_3,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),460,326
ncih2170_facs_fish_0723_high_her2_30,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),376,303
ncih2170_facs_fish_0723_high_her2_33,val,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),352,214
ncih2170_facs_fish_0723_high_her2_36,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),236,175
ncih2170_facs_fish_0723_high_her2_37,val,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),150,99
ncih2170_facs_fish_0723_high_her2_4,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),396,262
ncih2170_facs_fish_0723_high_her2_40,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),517,381
ncih2170_facs_fish_0723_high_her2_41,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),265,203
ncih2170_facs_fish_0723_high_her2_42,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),323,264
ncih2170_facs_fish_0723_high_her2_54,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),120,101
ncih2170_facs_fish_0723_high_her2_55,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),223,146
ncih2170_facs_fish_0723_high_her2_56,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),252,195
ncih2170_facs_fish_0723_high_her2_64,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),260,233
ncih2170_facs_fish_0723_high_her2_7,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),495,347
ncih2170_facs_fish_0723_high_her2_71,val,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),378,213
ncih2170_facs_fish_0723_high_her2_80,test,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),403,335
ncih2170_facs_fish_0723_high_her2_82,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),498,385
ncih2170_facs_fish_0723_high_her2_83,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),307,170
ncih2170_facs_fish_0723_high_her2_84,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),258,190
ncih2170_facs_fish_0723_high_her2_86,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),164,121
ncih2170_facs_fish_0723_high_her2_87,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),249,214
ncih2170_facs_fish_0723_high_her2_9,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),262,193
ncih2170_facs_fish_0723_high_her2_92,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),147,93
ncih2170_facs_fish_0723_high_her2_96,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),497,308
ncih2170_facs_fish_0723_high_her2_98,train,NCI-H2170,ncih2170_facs_fish_0723_high_her2,Classic (after opt),226,178
ncih2170_facs_fish_0723_low_her2_1,test,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),36,24
ncih2170_facs_fish_0723_low_her2_10,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),206,134
ncih2170_facs_fish_0723_low_her2_101,val,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),91,64
ncih2170_facs_fish_0723_low_her2_103,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),207,170
ncih2170_facs_fish_0723_low_her2_106,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),71,50
ncih2170_facs_fish_0723_low_her2_108,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),53,38
ncih2170_facs_fish_0723_low_her2_11,val,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),183,140
ncih2170_facs_fish_0723_low_her2_112,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),98,107
ncih2170_facs_fish_0723_low_her2_115,test,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),63,45
ncih2170_facs_fish_0723_low_her2_116,val,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),105,80
ncih2170_facs_fish_0723_low_her2_117,val,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),237,243
ncih2170_facs_fish_0723_low_her2_118,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),93,68
ncih2170_facs_fish_0723_low_her2_12,val,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),104,73
ncih2170_facs_fish_0723_low_her2_124,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),152,143
ncih2170_facs_fish_0723_low_her2_125,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),73,157
ncih2170_facs_fish_0723_low_her2_126,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),124,143
ncih2170_facs_fish_0723_low_her2_13,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),82,67
ncih2170_facs_fish_0723_low_her2_15,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),132,68
ncih2170_facs_fish_0723_low_her2_20,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),183,96
ncih2170_facs_fish_0723_low_her2_21,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),260,230
ncih2170_facs_fish_0723_low_her2_22,test,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),308,190
ncih2170_facs_fish_0723_low_her2_23,test,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),85,73
ncih2170_facs_fish_0723_low_her2_25,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),54,56
ncih2170_facs_fish_0723_low_her2_27,val,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),47,56
ncih2170_facs_fish_0723_low_her2_28,val,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),81,65
ncih2170_facs_fish_0723_low_her2_3,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),124,93
ncih2170_facs_fish_0723_low_her2_32,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),78,77
ncih2170_facs_fish_0723_low_her2_34,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),72,59
ncih2170_facs_fish_0723_low_her2_38,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),86,64
ncih2170_facs_fish_0723_low_her2_39,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),100,102
ncih2170_facs_fish_0723_low_her2_40,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),97,83
ncih2170_facs_fish_0723_low_her2_42,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),122,96
ncih2170_facs_fish_0723_low_her2_43,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),71,60
ncih2170_facs_fish_0723_low_her2_44,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),162,133
ncih2170_facs_fish_0723_low_her2_45,val,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),156,113
ncih2170_facs_fish_0723_low_her2_51,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),106,131
ncih2170_facs_fish_0723_low_her2_52,test,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),116,95
ncih2170_facs_fish_0723_low_her2_53,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),105,82
ncih2170_facs_fish_0723_low_her2_54,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),106,125
ncih2170_facs_fish_0723_low_her2_57,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),236,134
ncih2170_facs_fish_0723_low_her2_6,train,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),66,55
ncih2170_facs_fish_0723_low_her2_60,test,NCI-H2170,ncih2170_facs_fish_0723_low_her2,Classic (after opt),93,81
