Files	Data Type	Cell Line	Condition	Subset	Split	ecDNA Count
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_64.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	333
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_65.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	139
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_66.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	58
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_67.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		236
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_68.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	266
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_69.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		325
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_7.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		88
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_70.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		141
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_71.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		300
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_72.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	259
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_73.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		163
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_74.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	73
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_75.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	205
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_76.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	291
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_77.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	199
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_78.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		129
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_79.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	27
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_8.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		211
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_80.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	val	296
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_81.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		201
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_82.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		58
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_83.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		625
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_84.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		470
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_85.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	249
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_86.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		175
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_87.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	190
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_88.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		148
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_89.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		70
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_9.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	87
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_90.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		171
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_91.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	val	213
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_92.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		804
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_93.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		116
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_94.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		61
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_95.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		120
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_96.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	val	220
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_97.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		246
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_98.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	extension		284
images/rgb/ncih2170_facs_fish_0723_sorted_ctrl_99.tif	RGB FISH image	NCI-H2170	facs_fish_0723_sorted_ctrl	benchmark	train	203
images/rgb/ncih2170_jc_jq1_ic50_24h_1.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	83
images/rgb/ncih2170_jc_jq1_ic50_24h_100.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	38
images/rgb/ncih2170_jc_jq1_ic50_24h_101.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	99
images/rgb/ncih2170_jc_jq1_ic50_24h_104.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	74
images/rgb/ncih2170_jc_jq1_ic50_24h_105.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		97
images/rgb/ncih2170_jc_jq1_ic50_24h_106.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	239
images/rgb/ncih2170_jc_jq1_ic50_24h_107.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		112
images/rgb/ncih2170_jc_jq1_ic50_24h_108.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	val	211
images/rgb/ncih2170_jc_jq1_ic50_24h_109.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		208
images/rgb/ncih2170_jc_jq1_ic50_24h_10_a.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		69
images/rgb/ncih2170_jc_jq1_ic50_24h_10_b.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		236
images/rgb/ncih2170_jc_jq1_ic50_24h_11.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		111
images/rgb/ncih2170_jc_jq1_ic50_24h_111.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	128
images/rgb/ncih2170_jc_jq1_ic50_24h_112.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	308
images/rgb/ncih2170_jc_jq1_ic50_24h_113.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	200
images/rgb/ncih2170_jc_jq1_ic50_24h_114.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	250
images/rgb/ncih2170_jc_jq1_ic50_24h_115.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	180
images/rgb/ncih2170_jc_jq1_ic50_24h_117.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	135
images/rgb/ncih2170_jc_jq1_ic50_24h_118.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	105
images/rgb/ncih2170_jc_jq1_ic50_24h_119.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	177
images/rgb/ncih2170_jc_jq1_ic50_24h_12.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		120
images/rgb/ncih2170_jc_jq1_ic50_24h_120.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	143
images/rgb/ncih2170_jc_jq1_ic50_24h_14.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		63
images/rgb/ncih2170_jc_jq1_ic50_24h_15.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		247
images/rgb/ncih2170_jc_jq1_ic50_24h_17.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	val	35
images/rgb/ncih2170_jc_jq1_ic50_24h_18.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		187
images/rgb/ncih2170_jc_jq1_ic50_24h_19.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		64
images/rgb/ncih2170_jc_jq1_ic50_24h_2.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	783
images/rgb/ncih2170_jc_jq1_ic50_24h_20.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		191
images/rgb/ncih2170_jc_jq1_ic50_24h_21.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	180
images/rgb/ncih2170_jc_jq1_ic50_24h_23.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	val	110
images/rgb/ncih2170_jc_jq1_ic50_24h_24.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	99
images/rgb/ncih2170_jc_jq1_ic50_24h_25.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	93
images/rgb/ncih2170_jc_jq1_ic50_24h_26.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	142
images/rgb/ncih2170_jc_jq1_ic50_24h_27.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	438
images/rgb/ncih2170_jc_jq1_ic50_24h_28.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		133
images/rgb/ncih2170_jc_jq1_ic50_24h_29.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	201
images/rgb/ncih2170_jc_jq1_ic50_24h_3.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		97
images/rgb/ncih2170_jc_jq1_ic50_24h_30.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	163
images/rgb/ncih2170_jc_jq1_ic50_24h_31.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	274
images/rgb/ncih2170_jc_jq1_ic50_24h_32.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		127
images/rgb/ncih2170_jc_jq1_ic50_24h_33.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	121
images/rgb/ncih2170_jc_jq1_ic50_24h_34.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		209
images/rgb/ncih2170_jc_jq1_ic50_24h_36.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	val	273
images/rgb/ncih2170_jc_jq1_ic50_24h_37.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		165
images/rgb/ncih2170_jc_jq1_ic50_24h_38.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	59
images/rgb/ncih2170_jc_jq1_ic50_24h_39.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		152
images/rgb/ncih2170_jc_jq1_ic50_24h_40.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	406
images/rgb/ncih2170_jc_jq1_ic50_24h_41.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	69
images/rgb/ncih2170_jc_jq1_ic50_24h_42.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	51
images/rgb/ncih2170_jc_jq1_ic50_24h_45.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		83
images/rgb/ncih2170_jc_jq1_ic50_24h_46.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		86
images/rgb/ncih2170_jc_jq1_ic50_24h_47.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	120
images/rgb/ncih2170_jc_jq1_ic50_24h_48.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	223
images/rgb/ncih2170_jc_jq1_ic50_24h_49.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		172
images/rgb/ncih2170_jc_jq1_ic50_24h_4_a.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		229
images/rgb/ncih2170_jc_jq1_ic50_24h_4_b.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		177
images/rgb/ncih2170_jc_jq1_ic50_24h_5.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	86
images/rgb/ncih2170_jc_jq1_ic50_24h_50.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	72
images/rgb/ncih2170_jc_jq1_ic50_24h_51.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	323
images/rgb/ncih2170_jc_jq1_ic50_24h_52.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		165
images/rgb/ncih2170_jc_jq1_ic50_24h_53.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	127
images/rgb/ncih2170_jc_jq1_ic50_24h_54.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	101
images/rgb/ncih2170_jc_jq1_ic50_24h_56.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	265
images/rgb/ncih2170_jc_jq1_ic50_24h_57.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		117
images/rgb/ncih2170_jc_jq1_ic50_24h_58.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		110
images/rgb/ncih2170_jc_jq1_ic50_24h_59.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		172
images/rgb/ncih2170_jc_jq1_ic50_24h_6.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		103
images/rgb/ncih2170_jc_jq1_ic50_24h_61.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	50
images/rgb/ncih2170_jc_jq1_ic50_24h_62.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	155
images/rgb/ncih2170_jc_jq1_ic50_24h_64.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	102
images/rgb/ncih2170_jc_jq1_ic50_24h_66.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	246
images/rgb/ncih2170_jc_jq1_ic50_24h_67.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	118
images/rgb/ncih2170_jc_jq1_ic50_24h_68.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	160
images/rgb/ncih2170_jc_jq1_ic50_24h_69.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	62
images/rgb/ncih2170_jc_jq1_ic50_24h_7.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	328
images/rgb/ncih2170_jc_jq1_ic50_24h_70_a.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		49
images/rgb/ncih2170_jc_jq1_ic50_24h_70_b.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		177
images/rgb/ncih2170_jc_jq1_ic50_24h_72.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	94
images/rgb/ncih2170_jc_jq1_ic50_24h_73.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	123
images/rgb/ncih2170_jc_jq1_ic50_24h_74.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	314
images/rgb/ncih2170_jc_jq1_ic50_24h_75.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	111
images/rgb/ncih2170_jc_jq1_ic50_24h_76_a.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	149
images/rgb/ncih2170_jc_jq1_ic50_24h_76_b.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		152
images/rgb/ncih2170_jc_jq1_ic50_24h_77.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		145
images/rgb/ncih2170_jc_jq1_ic50_24h_78.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		97
images/rgb/ncih2170_jc_jq1_ic50_24h_79.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	110
images/rgb/ncih2170_jc_jq1_ic50_24h_8.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		527
images/rgb/ncih2170_jc_jq1_ic50_24h_80.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		81
images/rgb/ncih2170_jc_jq1_ic50_24h_81.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		162
images/rgb/ncih2170_jc_jq1_ic50_24h_84.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	64
images/rgb/ncih2170_jc_jq1_ic50_24h_85.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		61
images/rgb/ncih2170_jc_jq1_ic50_24h_86.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	193
images/rgb/ncih2170_jc_jq1_ic50_24h_87.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		239
images/rgb/ncih2170_jc_jq1_ic50_24h_88.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		62
images/rgb/ncih2170_jc_jq1_ic50_24h_89.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	134
images/rgb/ncih2170_jc_jq1_ic50_24h_9.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		106
images/rgb/ncih2170_jc_jq1_ic50_24h_90.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	val	134
images/rgb/ncih2170_jc_jq1_ic50_24h_91.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	125
images/rgb/ncih2170_jc_jq1_ic50_24h_92.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	141
images/rgb/ncih2170_jc_jq1_ic50_24h_93.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	419
images/rgb/ncih2170_jc_jq1_ic50_24h_94.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	135
images/rgb/ncih2170_jc_jq1_ic50_24h_95.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	58
images/rgb/ncih2170_jc_jq1_ic50_24h_96.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	69
images/rgb/ncih2170_jc_jq1_ic50_24h_97.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	train	53
images/rgb/ncih2170_jc_jq1_ic50_24h_98.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	benchmark	test	97
images/rgb/ncih2170_jc_jq1_ic50_24h_99.tif	RGB FISH image	NCI-H2170	jc_jq1_ic50_24h	extension		278
images/rgb/ncih2170_jc_lap_ic50_24h_1.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		84
images/rgb/ncih2170_jc_lap_ic50_24h_10.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	103
images/rgb/ncih2170_jc_lap_ic50_24h_100.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		166
images/rgb/ncih2170_jc_lap_ic50_24h_101.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	278
images/rgb/ncih2170_jc_lap_ic50_24h_102.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	125
images/rgb/ncih2170_jc_lap_ic50_24h_103.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		128
images/rgb/ncih2170_jc_lap_ic50_24h_104.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	151
images/rgb/ncih2170_jc_lap_ic50_24h_105.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		136
images/rgb/ncih2170_jc_lap_ic50_24h_106.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	166
images/rgb/ncih2170_jc_lap_ic50_24h_107.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		170
images/rgb/ncih2170_jc_lap_ic50_24h_108.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	70
images/rgb/ncih2170_jc_lap_ic50_24h_109.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	99
images/rgb/ncih2170_jc_lap_ic50_24h_11.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	test	89
images/rgb/ncih2170_jc_lap_ic50_24h_110.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		55
images/rgb/ncih2170_jc_lap_ic50_24h_111.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		139
images/rgb/ncih2170_jc_lap_ic50_24h_112.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	210
images/rgb/ncih2170_jc_lap_ic50_24h_113.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		178
images/rgb/ncih2170_jc_lap_ic50_24h_114.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	50
images/rgb/ncih2170_jc_lap_ic50_24h_115.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	125
images/rgb/ncih2170_jc_lap_ic50_24h_116.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	101
images/rgb/ncih2170_jc_lap_ic50_24h_117.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		107
images/rgb/ncih2170_jc_lap_ic50_24h_118.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	63
images/rgb/ncih2170_jc_lap_ic50_24h_119.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	120
images/rgb/ncih2170_jc_lap_ic50_24h_12.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	test	445
images/rgb/ncih2170_jc_lap_ic50_24h_120.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		202
images/rgb/ncih2170_jc_lap_ic50_24h_13.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	val	192
images/rgb/ncih2170_jc_lap_ic50_24h_14.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		57
images/rgb/ncih2170_jc_lap_ic50_24h_15.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	test	84
images/rgb/ncih2170_jc_lap_ic50_24h_16.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	val	92
images/rgb/ncih2170_jc_lap_ic50_24h_17.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	54
images/rgb/ncih2170_jc_lap_ic50_24h_18.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	test	107
images/rgb/ncih2170_jc_lap_ic50_24h_19.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	82
images/rgb/ncih2170_jc_lap_ic50_24h_2.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	val	110
images/rgb/ncih2170_jc_lap_ic50_24h_20.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	177
images/rgb/ncih2170_jc_lap_ic50_24h_21.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	242
images/rgb/ncih2170_jc_lap_ic50_24h_22.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	val	177
images/rgb/ncih2170_jc_lap_ic50_24h_23.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		401
images/rgb/ncih2170_jc_lap_ic50_24h_24.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	97
images/rgb/ncih2170_jc_lap_ic50_24h_25.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	107
images/rgb/ncih2170_jc_lap_ic50_24h_26.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		136
images/rgb/ncih2170_jc_lap_ic50_24h_27.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	65
images/rgb/ncih2170_jc_lap_ic50_24h_28.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		79
images/rgb/ncih2170_jc_lap_ic50_24h_29f.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	101
images/rgb/ncih2170_jc_lap_ic50_24h_3.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	val	108
images/rgb/ncih2170_jc_lap_ic50_24h_30.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		80
images/rgb/ncih2170_jc_lap_ic50_24h_31.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	132
images/rgb/ncih2170_jc_lap_ic50_24h_32.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	54
images/rgb/ncih2170_jc_lap_ic50_24h_33.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	185
images/rgb/ncih2170_jc_lap_ic50_24h_34.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	val	123
images/rgb/ncih2170_jc_lap_ic50_24h_35.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	test	135
images/rgb/ncih2170_jc_lap_ic50_24h_36.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	36
images/rgb/ncih2170_jc_lap_ic50_24h_37.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	val	147
images/rgb/ncih2170_jc_lap_ic50_24h_38.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	extension		116
images/rgb/ncih2170_jc_lap_ic50_24h_39.tif	RGB FISH image	NCI-H2170	jc_lap_ic50_24h	benchmark	train	122
