model,split,policy,d_max,iou_min,tp,fp,fn,ignored,precision,recall,object_f1
ecCount (threshold mask),test,OR,25.0,0.3,29769,1276,3859,990,0.9588983733290384,0.8852444391578447,0.9206005597389948
ecCount (threshold mask),test,OR,25.0,0.4,29769,1276,3859,990,0.9588983733290384,0.8852444391578447,0.9206005597389948
ecCount (threshold mask),test,OR,25.0,0.5,29769,1276,3859,990,0.9588983733290384,0.8852444391578447,0.9206005597389948
ecCount (threshold mask),test,OR,30.0,0.0,29888,1092,3740,1055,0.9647514525500324,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,OR,30.0,0.05,29888,1092,3740,1055,0.9647514525500324,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,OR,30.0,0.1,29888,1092,3740,1055,0.9647514525500324,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,OR,30.0,0.2,29888,1092,3740,1055,0.9647514525500324,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,OR,30.0,0.3,29888,1092,3740,1055,0.9647514525500324,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,OR,30.0,0.4,29888,1092,3740,1055,0.9647514525500324,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,OR,30.0,0.5,29888,1092,3740,1055,0.9647514525500324,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,OR,40.0,0.0,30129,825,3499,1081,0.9733475479744136,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,OR,40.0,0.05,30129,825,3499,1081,0.9733475479744136,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,OR,40.0,0.1,30129,825,3499,1081,0.9733475479744136,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,OR,40.0,0.2,30129,825,3499,1081,0.9733475479744136,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,OR,40.0,0.3,30129,825,3499,1081,0.9733475479744136,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,OR,40.0,0.4,30129,825,3499,1081,0.9733475479744136,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,OR,40.0,0.5,30129,825,3499,1081,0.9733475479744136,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,OR,50.0,0.0,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820804
ecCount (threshold mask),test,OR,50.0,0.05,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820804
ecCount (threshold mask),test,OR,50.0,0.1,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820804
ecCount (threshold mask),test,OR,50.0,0.2,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820804
ecCount (threshold mask),test,OR,50.0,0.3,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820804
ecCount (threshold mask),test,OR,50.0,0.4,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820804
ecCount (threshold mask),test,OR,50.0,0.5,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820804
ecCount (threshold mask),test,OR,75.0,0.0,30788,385,2840,862,0.9876495685368748,0.9155465683359104,0.9502322495023224
ecCount (threshold mask),test,OR,75.0,0.05,30788,385,2840,862,0.9876495685368748,0.9155465683359104,0.9502322495023224
ecCount (threshold mask),test,OR,75.0,0.1,30788,385,2840,862,0.9876495685368748,0.9155465683359104,0.9502322495023224
ecCount (threshold mask),test,OR,75.0,0.2,30788,385,2840,862,0.9876495685368748,0.9155465683359104,0.9502322495023224
ecCount (threshold mask),test,OR,75.0,0.3,30788,385,2840,862,0.9876495685368748,0.9155465683359104,0.9502322495023224
ecCount (threshold mask),test,OR,75.0,0.4,30788,385,2840,862,0.9876495685368748,0.9155465683359104,0.9502322495023224
ecCount (threshold mask),test,OR,75.0,0.5,30788,385,2840,862,0.9876495685368748,0.9155465683359104,0.9502322495023224
ecCount (threshold mask),test,OR,100.0,0.0,30986,256,2642,793,0.9918059023109916,0.9214345188533364,0.955326036688762
ecCount (threshold mask),test,OR,100.0,0.05,30986,256,2642,793,0.9918059023109916,0.9214345188533364,0.955326036688762
ecCount (threshold mask),test,OR,100.0,0.1,30986,256,2642,793,0.9918059023109916,0.9214345188533364,0.955326036688762
ecCount (threshold mask),test,OR,100.0,0.2,30986,256,2642,793,0.9918059023109916,0.9214345188533364,0.955326036688762
ecCount (threshold mask),test,OR,100.0,0.3,30986,256,2642,793,0.9918059023109916,0.9214345188533364,0.955326036688762
ecCount (threshold mask),test,OR,100.0,0.4,30986,256,2642,793,0.9918059023109916,0.9214345188533364,0.955326036688762
ecCount (threshold mask),test,OR,100.0,0.5,30986,256,2642,793,0.9918059023109916,0.9214345188533364,0.955326036688762
ecCount (threshold mask),test,AND,5.0,0.0,26646,5388,6982,1,0.8318037085596554,0.7923754014511717,0.8116109774298681
ecCount (threshold mask),test,AND,5.0,0.05,26237,5798,7391,0,0.8190104573123147,0.7802129178065897,0.7991410687906432
ecCount (threshold mask),test,AND,5.0,0.1,24248,7787,9380,0,0.7569221164351491,0.7210657785179018,0.738559005832813
ecCount (threshold mask),test,AND,5.0,0.2,16862,15173,16766,0,0.5263617917902295,0.5014273819436185,0.5135921295097696
ecCount (threshold mask),test,AND,5.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,5.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,5.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (threshold mask),test,AND,10.0,0.0,28533,3481,5095,21,0.8912663209845693,0.8484893541096705,0.8693519393071509
ecCount (threshold mask),test,AND,10.0,0.05,27036,4997,6592,2,0.8440046202353823,0.8039728797430713,0.8235025357518162
ecCount (threshold mask),test,AND,10.0,0.1,24653,7382,8975,0,0.7695645387857032,0.7331093136671821,0.7508947200097468
ecCount (threshold mask),test,AND,10.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,AND,10.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,10.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,10.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (threshold mask),test,AND,15.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,AND,15.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,AND,15.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,AND,15.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,AND,15.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,15.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,15.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (threshold mask),test,AND,20.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,AND,20.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,AND,20.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,AND,20.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,AND,20.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,20.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,20.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (threshold mask),test,AND,25.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,AND,25.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,AND,25.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,AND,25.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,AND,25.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,25.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,25.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (threshold mask),test,AND,30.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,AND,30.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,AND,30.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,AND,30.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,AND,30.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,30.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,30.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (threshold mask),test,AND,40.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,AND,40.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,AND,40.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,AND,40.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,AND,40.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,40.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,40.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (threshold mask),test,AND,50.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,AND,50.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,AND,50.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,AND,50.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,AND,50.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,50.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,50.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (threshold mask),test,AND,75.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,AND,75.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,AND,75.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,AND,75.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,AND,75.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,75.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,75.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (threshold mask),test,AND,100.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,AND,100.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,AND,100.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,AND,100.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,AND,100.0,0.3,3503,28532,30125,0,0.1093491493678788,0.1041691447603187,0.106696312992096
ecCount (threshold mask),test,AND,100.0,0.4,574,31461,33054,0,0.0179179022943655,0.0170691090757701,0.0174832097223702
ecCount (threshold mask),test,AND,100.0,0.5,282,31753,33346,0,0.0088028718589043,0.0083858689187581,0.0085893120935686
ecCount (peaks),test,OR,5.0,0.0,28599,5288,5029,70,0.8439519579779856,0.8504520042821458,0.8471895134414574
ecCount (peaks),test,OR,5.0,0.05,28599,5289,5029,69,0.8439270538243626,0.8504520042821458,0.8471769654600391
ecCount (peaks),test,OR,5.0,0.1,28599,5289,5029,69,0.8439270538243626,0.8504520042821458,0.8471769654600391
ecCount (peaks),test,OR,5.0,0.2,28595,5296,5033,66,0.843734324746983,0.8503330557868443,0.8470208385787704
ecCount (peaks),test,OR,5.0,0.3,28595,5296,5033,66,0.843734324746983,0.8503330557868443,0.8470208385787704
ecCount (peaks),test,OR,5.0,0.4,28595,5296,5033,66,0.843734324746983,0.8503330557868443,0.8470208385787704
ecCount (peaks),test,OR,5.0,0.5,28595,5296,5033,66,0.843734324746983,0.8503330557868443,0.8470208385787704
ecCount (peaks),test,OR,10.0,0.0,30915,2456,2713,586,0.9264031644242008,0.9193231830617342,0.9228495947700712
ecCount (peaks),test,OR,10.0,0.05,30915,2456,2713,586,0.9264031644242008,0.9193231830617342,0.9228495947700712
ecCount (peaks),test,OR,10.0,0.1,30915,2456,2713,586,0.9264031644242008,0.9193231830617342,0.9228495947700712
ecCount (peaks),test,OR,10.0,0.2,30915,2456,2713,586,0.9264031644242008,0.9193231830617342,0.9228495947700712
ecCount (peaks),test,OR,10.0,0.3,30915,2456,2713,586,0.9264031644242008,0.9193231830617342,0.9228495947700712
ecCount (peaks),test,OR,10.0,0.4,30915,2456,2713,586,0.9264031644242008,0.9193231830617342,0.9228495947700712
ecCount (peaks),test,OR,10.0,0.5,30915,2456,2713,586,0.9264031644242008,0.9193231830617342,0.9228495947700712
ecCount (peaks),test,OR,15.0,0.0,31054,1876,2574,1027,0.9430306711205588,0.9234566432734626,0.9331410198623756
ecCount (peaks),test,OR,15.0,0.05,31054,1876,2574,1027,0.9430306711205588,0.9234566432734626,0.9331410198623756
ecCount (peaks),test,OR,15.0,0.1,31054,1876,2574,1027,0.9430306711205588,0.9234566432734626,0.9331410198623756
ecCount (peaks),test,OR,15.0,0.2,31054,1876,2574,1027,0.9430306711205588,0.9234566432734626,0.9331410198623756
ecCount (peaks),test,OR,15.0,0.3,31054,1876,2574,1027,0.9430306711205588,0.9234566432734626,0.9331410198623756
ecCount (peaks),test,OR,15.0,0.4,31054,1876,2574,1027,0.9430306711205588,0.9234566432734626,0.9331410198623756
ecCount (peaks),test,OR,15.0,0.5,31054,1876,2574,1027,0.9430306711205588,0.9234566432734626,0.9331410198623756
ecCount (peaks),test,OR,20.0,0.0,31137,1545,2491,1275,0.9527262713420231,0.9259248245509696,0.9391343688734732
ecCount (peaks),test,OR,20.0,0.05,31137,1545,2491,1275,0.9527262713420231,0.9259248245509696,0.9391343688734732
ecCount (peaks),test,OR,20.0,0.1,31137,1545,2491,1275,0.9527262713420231,0.9259248245509696,0.9391343688734732
ecCount (peaks),test,OR,20.0,0.2,31137,1545,2491,1275,0.9527262713420231,0.9259248245509696,0.9391343688734732
ecCount (peaks),test,OR,20.0,0.3,31137,1545,2491,1275,0.9527262713420231,0.9259248245509696,0.9391343688734732
ecCount (peaks),test,OR,20.0,0.4,31137,1545,2491,1275,0.9527262713420231,0.9259248245509696,0.9391343688734732
ecCount (peaks),test,OR,20.0,0.5,31137,1545,2491,1275,0.9527262713420231,0.9259248245509696,0.9391343688734732
ecCount (peaks),test,OR,25.0,0.0,31224,1303,2404,1430,0.9599409721154732,0.9285119543237778,0.9439649308442296
ecCount (peaks),test,OR,25.0,0.05,31224,1303,2404,1430,0.9599409721154732,0.9285119543237778,0.9439649308442296
ecCount (peaks),test,OR,25.0,0.1,31224,1303,2404,1430,0.9599409721154732,0.9285119543237778,0.9439649308442296
ecCount (peaks),test,OR,25.0,0.2,31224,1303,2404,1430,0.9599409721154732,0.9285119543237778,0.9439649308442296
ecCount (peaks),test,OR,25.0,0.3,31224,1303,2404,1430,0.9599409721154732,0.9285119543237778,0.9439649308442296
ecCount (peaks),test,OR,25.0,0.4,31224,1303,2404,1430,0.9599409721154732,0.9285119543237778,0.9439649308442296
ecCount (peaks),test,OR,25.0,0.5,31224,1303,2404,1430,0.9599409721154732,0.9285119543237778,0.9439649308442296
ecCount (peaks),test,OR,30.0,0.0,31328,1121,2300,1508,0.9654534808468674,0.9316046152016176,0.9482270684201765
ecCount (peaks),test,OR,30.0,0.05,31328,1121,2300,1508,0.9654534808468674,0.9316046152016176,0.9482270684201765
ecCount (peaks),test,OR,30.0,0.1,31328,1121,2300,1508,0.9654534808468674,0.9316046152016176,0.9482270684201765
ecCount (peaks),test,OR,30.0,0.2,31328,1121,2300,1508,0.9654534808468674,0.9316046152016176,0.9482270684201765
ecCount (peaks),test,OR,30.0,0.3,31328,1121,2300,1508,0.9654534808468674,0.9316046152016176,0.9482270684201765
ecCount (peaks),test,OR,30.0,0.4,31328,1121,2300,1508,0.9654534808468674,0.9316046152016176,0.9482270684201765
ecCount (peaks),test,OR,30.0,0.5,31328,1121,2300,1508,0.9654534808468674,0.9316046152016176,0.9482270684201765
ecCount (peaks),test,OR,40.0,0.0,31568,844,2060,1545,0.9739602616314944,0.9387415249197096,0.9560266505148396
ecCount (peaks),test,OR,40.0,0.05,31568,844,2060,1545,0.9739602616314944,0.9387415249197096,0.9560266505148396
ecCount (peaks),test,OR,40.0,0.1,31568,844,2060,1545,0.9739602616314944,0.9387415249197096,0.9560266505148396
ecCount (peaks),test,OR,40.0,0.2,31568,844,2060,1545,0.9739602616314944,0.9387415249197096,0.9560266505148396
ecCount (peaks),test,OR,40.0,0.3,31568,844,2060,1545,0.9739602616314944,0.9387415249197096,0.9560266505148396
ecCount (peaks),test,OR,40.0,0.4,31568,844,2060,1545,0.9739602616314944,0.9387415249197096,0.9560266505148396
ecCount (peaks),test,OR,40.0,0.5,31568,844,2060,1545,0.9739602616314944,0.9387415249197096,0.9560266505148396
ecCount (peaks),test,OR,50.0,0.0,31794,656,1834,1507,0.9797842835130972,0.9454621149042464,0.9623172614183236
ecCount (peaks),test,OR,50.0,0.05,31794,656,1834,1507,0.9797842835130972,0.9454621149042464,0.9623172614183236
ecCount (peaks),test,OR,50.0,0.1,31794,656,1834,1507,0.9797842835130972,0.9454621149042464,0.9623172614183236
ecCount (peaks),test,OR,50.0,0.2,31794,656,1834,1507,0.9797842835130972,0.9454621149042464,0.9623172614183236
ecCount (peaks),test,OR,50.0,0.3,31794,656,1834,1507,0.9797842835130972,0.9454621149042464,0.9623172614183236
ecCount (peaks),test,OR,50.0,0.4,31794,656,1834,1507,0.9797842835130972,0.9454621149042464,0.9623172614183236
ecCount (peaks),test,OR,50.0,0.5,31794,656,1834,1507,0.9797842835130972,0.9454621149042464,0.9623172614183236
ecCount (peaks),test,OR,75.0,0.0,32187,394,1441,1376,0.9879070623983304,0.9571488045676222,0.9722847347037412
ecCount (peaks),test,OR,75.0,0.05,32187,394,1441,1376,0.9879070623983304,0.9571488045676222,0.9722847347037412
ecCount (peaks),test,OR,75.0,0.1,32187,394,1441,1376,0.9879070623983304,0.9571488045676222,0.9722847347037412
ecCount (peaks),test,OR,75.0,0.2,32187,394,1441,1376,0.9879070623983304,0.9571488045676222,0.9722847347037412
ecCount (peaks),test,OR,75.0,0.3,32187,394,1441,1376,0.9879070623983304,0.9571488045676222,0.9722847347037412
ecCount (peaks),test,OR,75.0,0.4,32187,394,1441,1376,0.9879070623983304,0.9571488045676222,0.9722847347037412
ecCount (peaks),test,OR,75.0,0.5,32187,394,1441,1376,0.9879070623983304,0.9571488045676222,0.9722847347037412
ecCount (peaks),test,OR,100.0,0.0,32378,265,1250,1314,0.9918818736023036,0.9628285952182704,0.97713932187533
ecCount (peaks),test,OR,100.0,0.05,32378,265,1250,1314,0.9918818736023036,0.9628285952182704,0.97713932187533
ecCount (peaks),test,OR,100.0,0.1,32378,265,1250,1314,0.9918818736023036,0.9628285952182704,0.97713932187533
ecCount (peaks),test,OR,100.0,0.2,32378,265,1250,1314,0.9918818736023036,0.9628285952182704,0.97713932187533
ecCount (peaks),test,OR,100.0,0.3,32378,265,1250,1314,0.9918818736023036,0.9628285952182704,0.97713932187533
ecCount (peaks),test,OR,100.0,0.4,32378,265,1250,1314,0.9918818736023036,0.9628285952182704,0.97713932187533
ecCount (peaks),test,OR,100.0,0.5,32378,265,1250,1314,0.9918818736023036,0.9628285952182704,0.97713932187533
ecCount (peaks),test,AND,5.0,0.0,27870,6051,5758,36,0.821614928805165,0.8287736410134412,0.825178759123007
ecCount (peaks),test,AND,5.0,0.05,23943,10004,9685,10,0.7053053288950423,0.7119959557511597,0.7086348501664816
ecCount (peaks),test,AND,5.0,0.1,23328,10624,10300,5,0.6870876531573987,0.6937076245985488,0.6903817697543652
ecCount (peaks),test,AND,5.0,0.2,17993,15963,15635,1,0.5298916244551772,0.5350600689901273,0.5324633049242424
ecCount (peaks),test,AND,5.0,0.3,10341,23616,23287,0,0.3045322024913862,0.3075115974782919,0.306014648220759
ecCount (peaks),test,AND,5.0,0.4,10332,23625,23296,0,0.3042671614100185,0.3072439633638634,0.305748316934231
ecCount (peaks),test,AND,5.0,0.5,5540,28417,28088,0,0.1631475100862855,0.1647436659926252,0.1639417030406155
ecCount (peaks),test,AND,10.0,0.0,27875,6042,5753,40,0.8218592446265884,0.8289223266325682,0.8253756754756089
ecCount (peaks),test,AND,10.0,0.05,23948,9996,9680,13,0.7055149658260664,0.7121446413702867,0.7088143017818032
ecCount (peaks),test,AND,10.0,0.1,23333,10616,10295,8,0.6872956493563875,0.6938563102176758,0.6905603977684716
ecCount (peaks),test,AND,10.0,0.2,17993,15963,15635,1,0.5298916244551772,0.5350600689901273,0.5324633049242424
ecCount (peaks),test,AND,10.0,0.3,10341,23616,23287,0,0.3045322024913862,0.3075115974782919,0.306014648220759
ecCount (peaks),test,AND,10.0,0.4,10332,23625,23296,0,0.3042671614100185,0.3072439633638634,0.305748316934231
ecCount (peaks),test,AND,10.0,0.5,5540,28417,28088,0,0.1631475100862855,0.1647436659926252,0.1639417030406155
ecCount (peaks),test,AND,15.0,0.0,27875,6042,5753,40,0.8218592446265884,0.8289223266325682,0.8253756754756089
ecCount (peaks),test,AND,15.0,0.05,23948,9996,9680,13,0.7055149658260664,0.7121446413702867,0.7088143017818032
ecCount (peaks),test,AND,15.0,0.1,23333,10616,10295,8,0.6872956493563875,0.6938563102176758,0.6905603977684716
ecCount (peaks),test,AND,15.0,0.2,17993,15963,15635,1,0.5298916244551772,0.5350600689901273,0.5324633049242424
ecCount (peaks),test,AND,15.0,0.3,10341,23616,23287,0,0.3045322024913862,0.3075115974782919,0.306014648220759
ecCount (peaks),test,AND,15.0,0.4,10332,23625,23296,0,0.3042671614100185,0.3072439633638634,0.305748316934231
ecCount (peaks),test,AND,15.0,0.5,5540,28417,28088,0,0.1631475100862855,0.1647436659926252,0.1639417030406155
ecCount (peaks),test,AND,20.0,0.0,27875,6042,5753,40,0.8218592446265884,0.8289223266325682,0.8253756754756089
ecCount (peaks),test,AND,20.0,0.05,23948,9996,9680,13,0.7055149658260664,0.7121446413702867,0.7088143017818032
ecCount (peaks),test,AND,20.0,0.1,23333,10616,10295,8,0.6872956493563875,0.6938563102176758,0.6905603977684716
ecCount (peaks),test,AND,20.0,0.2,17993,15963,15635,1,0.5298916244551772,0.5350600689901273,0.5324633049242424
ecCount (peaks),test,AND,20.0,0.3,10341,23616,23287,0,0.3045322024913862,0.3075115974782919,0.306014648220759
ecCount (peaks),test,AND,20.0,0.4,10332,23625,23296,0,0.3042671614100185,0.3072439633638634,0.305748316934231
ecCount (peaks),test,AND,20.0,0.5,5540,28417,28088,0,0.1631475100862855,0.1647436659926252,0.1639417030406155
ecCount (peaks),test,AND,25.0,0.0,27875,6042,5753,40,0.8218592446265884,0.8289223266325682,0.8253756754756089
ecCount (peaks),test,AND,25.0,0.05,23948,9996,9680,13,0.7055149658260664,0.7121446413702867,0.7088143017818032
ecCount (peaks),test,AND,25.0,0.1,23333,10616,10295,8,0.6872956493563875,0.6938563102176758,0.6905603977684716
ecCount (peaks),test,AND,25.0,0.2,17993,15963,15635,1,0.5298916244551772,0.5350600689901273,0.5324633049242424
ecCount (peaks),test,AND,25.0,0.3,10341,23616,23287,0,0.3045322024913862,0.3075115974782919,0.306014648220759
ecCount (peaks),test,AND,25.0,0.4,10332,23625,23296,0,0.3042671614100185,0.3072439633638634,0.305748316934231
ecCount (peaks),test,AND,25.0,0.5,5540,28417,28088,0,0.1631475100862855,0.1647436659926252,0.1639417030406155
ecCount (peaks),test,AND,30.0,0.0,27875,6042,5753,40,0.8218592446265884,0.8289223266325682,0.8253756754756089
ecCount (peaks),test,AND,30.0,0.05,23948,9996,9680,13,0.7055149658260664,0.7121446413702867,0.7088143017818032
ecCount (peaks),test,AND,30.0,0.1,23333,10616,10295,8,0.6872956493563875,0.6938563102176758,0.6905603977684716
ecCount (peaks),test,AND,30.0,0.2,17993,15963,15635,1,0.5298916244551772,0.5350600689901273,0.5324633049242424
ecCount (peaks),test,AND,30.0,0.3,10341,23616,23287,0,0.3045322024913862,0.3075115974782919,0.306014648220759
ecCount (peaks),test,AND,30.0,0.4,10332,23625,23296,0,0.3042671614100185,0.3072439633638634,0.305748316934231
ecCount (peaks),test,AND,30.0,0.5,5540,28417,28088,0,0.1631475100862855,0.1647436659926252,0.1639417030406155
ecCount (peaks),test,AND,40.0,0.0,27875,6042,5753,40,0.8218592446265884,0.8289223266325682,0.8253756754756089
ecCount (peaks),test,AND,40.0,0.05,23948,9996,9680,13,0.7055149658260664,0.7121446413702867,0.7088143017818032
ecCount (peaks),test,AND,40.0,0.1,23333,10616,10295,8,0.6872956493563875,0.6938563102176758,0.6905603977684716
ecCount (peaks),test,AND,40.0,0.2,17993,15963,15635,1,0.5298916244551772,0.5350600689901273,0.5324633049242424
ecCount (peaks),test,AND,40.0,0.3,10341,23616,23287,0,0.3045322024913862,0.3075115974782919,0.306014648220759
ecCount (peaks),test,AND,40.0,0.4,10332,23625,23296,0,0.3042671614100185,0.3072439633638634,0.305748316934231
ecCount (peaks),test,AND,40.0,0.5,5540,28417,28088,0,0.1631475100862855,0.1647436659926252,0.1639417030406155
ecCount (peaks),test,AND,50.0,0.0,27875,6042,5753,40,0.8218592446265884,0.8289223266325682,0.8253756754756089
ecCount (peaks),test,AND,50.0,0.05,23948,9996,9680,13,0.7055149658260664,0.7121446413702867,0.7088143017818032
