model,split,cell_line_display,density_bin,gt_count,pred_count,abs_error,signed_error,gt_count_plot,pred_count_plot,unique_id
ecCount (peaks),train,NCI-H2170,50-149,88,72,16,-16,89,73,5979
ecCount (peaks),train,NCI-H2170,50-149,88,85,3,-3,89,86,5980
ecCount (peaks),train,NCI-H2170,50-149,88,89,1,1,89,90,5981
ecCount (peaks),train,COLO320DM,50-149,89,94,5,5,90,95,5982
ecCount (peaks),val,NCI-H2170,50-149,89,86,3,-3,90,87,5983
ecCount (peaks),val,NCI-H2170,50-149,89,114,25,25,90,115,5984
ecCount (peaks),test,NCI-H2170,50-149,89,83,6,-6,90,84,5985
ecCount (peaks),train,NCI-H2170,50-149,89,88,1,-1,90,89,5986
ecCount (peaks),test,NCI-H2170,50-149,89,81,8,-8,90,82,5987
ecCount (peaks),train,NCI-H716,50-149,89,84,5,-5,90,85,5988
ecCount (peaks),train,NCI-H2170,50-149,90,90,0,0,91,91,5989
ecCount (peaks),train,NCI-H2170,50-149,90,69,21,-21,91,70,5990
ecCount (peaks),test,NCI-H2170,50-149,90,94,4,4,91,95,5991
ecCount (peaks),test,NCI-H2170,50-149,90,95,5,5,91,96,5992
ecCount (peaks),train,SNU16,50-149,90,107,17,17,91,108,5993
ecCount (peaks),test,COLO320DM,50-149,91,93,2,2,92,94,5994
ecCount (peaks),train,NCI-H2170,50-149,91,105,14,14,92,106,5995
ecCount (peaks),val,NCI-H2170,50-149,91,80,11,-11,92,81,5996
ecCount (peaks),val,NCI-H2170,50-149,91,88,3,-3,92,89,5997
ecCount (peaks),train,NCI-H2170,50-149,92,97,5,5,93,98,5998
ecCount (peaks),val,NCI-H2170,50-149,92,87,5,-5,93,88,5999
ecCount (peaks),val,NCI-H2170,50-149,92,87,5,-5,93,88,6000
ecCount (peaks),train,NCI-H2170,50-149,93,101,8,8,94,102,6001
ecCount (peaks),train,NCI-H2170,50-149,93,93,0,0,94,94,6002
ecCount (peaks),train,NCI-H2170,50-149,93,93,0,0,94,94,6003
ecCount (peaks),test,NCI-H2170,50-149,93,94,1,1,94,95,6004
ecCount (peaks),train,NCI-H2170,50-149,93,85,8,-8,94,86,6005
ecCount (peaks),test,NCI-H2170,50-149,93,93,0,0,94,94,6006
ecCount (peaks),train,NCI-H2170,50-149,93,84,9,-9,94,85,6007
ecCount (peaks),train,NCI-H2170,50-149,93,88,5,-5,94,89,6008
ecCount (peaks),val,NCI-H2170,50-149,94,100,6,6,95,101,6009
ecCount (peaks),val,NCI-H2170,50-149,94,99,5,5,95,100,6010
ecCount (peaks),val,NCI-H2170,50-149,94,67,27,-27,95,68,6011
ecCount (peaks),train,NCI-H2170,50-149,94,90,4,-4,95,91,6012
ecCount (peaks),train,NCI-H2170,50-149,94,88,6,-6,95,89,6013
ecCount (peaks),train,NCI-H2170,50-149,94,90,4,-4,95,91,6014
ecCount (peaks),train,NCI-H2170,50-149,94,91,3,-3,95,92,6015
ecCount (peaks),train,NCI-H2170,50-149,95,95,0,0,96,96,6016
ecCount (peaks),train,NCI-H2170,50-149,95,80,15,-15,96,81,6017
ecCount (peaks),train,NCI-H2170,50-149,96,80,16,-16,97,81,6018
ecCount (peaks),train,NCI-H2170,50-149,96,97,1,1,97,98,6019
ecCount (peaks),test,NCI-H2170,50-149,96,93,3,-3,97,94,6020
ecCount (peaks),val,NCI-H2170,50-149,96,96,0,0,97,97,6021
ecCount (peaks),train,NCI-H2170,50-149,96,94,2,-2,97,95,6022
ecCount (peaks),train,NCI-H2170,50-149,97,108,11,11,98,109,6023
ecCount (peaks),train,NCI-H2170,50-149,97,128,31,31,98,129,6024
ecCount (peaks),train,NCI-H2170,50-149,97,98,1,1,98,99,6025
ecCount (peaks),test,NCI-H2170,50-149,97,91,6,-6,98,92,6026
ecCount (peaks),train,NCI-H2170,50-149,97,105,8,8,98,106,6027
ecCount (peaks),train,NCI-H2170,50-149,97,98,1,1,98,99,6028
ecCount (peaks),val,SNU16,50-149,97,90,7,-7,98,91,6029
ecCount (peaks),train,SNU16,50-149,97,102,5,5,98,103,6030
ecCount (peaks),train,NCI-H2170,50-149,98,95,3,-3,99,96,6031
ecCount (peaks),train,NCI-H2170,50-149,98,111,13,13,99,112,6032
ecCount (peaks),train,NCI-H2170,50-149,98,103,5,5,99,104,6033
ecCount (peaks),train,NCI-H2170,50-149,98,98,0,0,99,99,6034
ecCount (peaks),train,NCI-H2170,50-149,99,107,8,8,100,108,6035
ecCount (peaks),train,NCI-H2170,50-149,99,98,1,-1,100,99,6036
ecCount (peaks),train,NCI-H2170,50-149,99,104,5,5,100,105,6037
ecCount (peaks),train,NCI-H2170,50-149,99,109,10,10,100,110,6038
ecCount (peaks),train,NCI-H2170,50-149,99,89,10,-10,100,90,6039
ecCount (peaks),train,NCI-H2170,50-149,99,106,7,7,100,107,6040
ecCount (peaks),train,NCI-H2170,50-149,99,89,10,-10,100,90,6041
ecCount (peaks),train,NCI-H2170,50-149,99,96,3,-3,100,97,6042
ecCount (peaks),train,NCI-H2170,50-149,99,97,2,-2,100,98,6043
ecCount (peaks),train,NCI-H2170,50-149,100,106,6,6,101,107,6044
ecCount (peaks),train,COLO320DM,50-149,101,90,11,-11,102,91,6045
ecCount (peaks),train,NCI-H2170,50-149,101,99,2,-2,102,100,6046
ecCount (peaks),train,NCI-H2170,50-149,101,95,6,-6,102,96,6047
ecCount (peaks),test,NCI-H2170,50-149,101,101,0,0,102,102,6048
ecCount (peaks),train,NCI-H2170,50-149,101,94,7,-7,102,95,6049
ecCount (peaks),train,NCI-H2170,50-149,101,99,2,-2,102,100,6050
ecCount (peaks),train,NCI-H2170,50-149,101,95,6,-6,102,96,6051
ecCount (peaks),test,NCI-H716,50-149,101,110,9,9,102,111,6052
ecCount (peaks),train,SNU16,50-149,101,122,21,21,102,123,6053
ecCount (peaks),train,SNU16,50-149,101,101,0,0,102,102,6054
ecCount (peaks),test,NCI-H2170,50-149,102,90,12,-12,103,91,6055
ecCount (peaks),train,NCI-H2170,50-149,102,110,8,8,103,111,6056
ecCount (peaks),val,NCI-H2170,50-149,102,97,5,-5,103,98,6057
ecCount (peaks),train,NCI-H2170,50-149,102,94,8,-8,103,95,6058
ecCount (peaks),val,NCI-H2170,50-149,102,97,5,-5,103,98,6059
ecCount (peaks),test,NCI-H2170,50-149,103,99,4,-4,104,100,6060
ecCount (peaks),val,NCI-H2170,50-149,103,102,1,-1,104,103,6061
ecCount (peaks),test,NCI-H2170,50-149,103,76,27,-27,104,77,6062
ecCount (peaks),val,NCI-H2170,50-149,103,126,23,23,104,127,6063
ecCount (peaks),train,NCI-H2170,50-149,103,92,11,-11,104,93,6064
ecCount (peaks),train,NCI-H2170,50-149,103,113,10,10,104,114,6065
ecCount (peaks),train,NCI-H2170,50-149,104,113,9,9,105,114,6066
ecCount (peaks),train,NCI-H2170,50-149,104,125,21,21,105,126,6067
ecCount (peaks),val,NCI-H2170,50-149,104,67,37,-37,105,68,6068
ecCount (peaks),train,NCI-H2170,50-149,105,112,7,7,106,113,6069
ecCount (peaks),train,NCI-H2170,50-149,105,131,26,26,106,132,6070
ecCount (peaks),val,NCI-H2170,50-149,105,111,6,6,106,112,6071
ecCount (peaks),train,NCI-H2170,50-149,105,109,4,4,106,110,6072
ecCount (peaks),train,NCI-H2170,50-149,105,94,11,-11,106,95,6073
ecCount (peaks),test,NCI-H2170,50-149,105,113,8,8,106,114,6074
ecCount (peaks),train,SNU16,50-149,105,95,10,-10,106,96,6075
ecCount (peaks),train,NCI-H2170,50-149,106,103,3,-3,107,104,6076
ecCount (peaks),train,NCI-H2170,50-149,106,109,3,3,107,110,6077
ecCount (peaks),train,NCI-H2170,50-149,106,123,17,17,107,124,6078
ecCount (peaks),val,NCI-H2170,50-149,106,111,5,5,107,112,6079
ecCount (peaks),test,COLO320DM,50-149,107,101,6,-6,108,102,6080
ecCount (peaks),train,NCI-H2170,50-149,107,106,1,-1,108,107,6081
ecCount (peaks),val,NCI-H2170,50-149,107,100,7,-7,108,101,6082
ecCount (peaks),train,NCI-H2170,50-149,107,106,1,-1,108,107,6083
ecCount (peaks),train,NCI-H2170,50-149,107,134,27,27,108,135,6084
ecCount (peaks),test,NCI-H2170,50-149,107,98,9,-9,108,99,6085
ecCount (peaks),train,NCI-H2170,50-149,107,110,3,3,108,111,6086
ecCount (peaks),train,NCI-H2170,50-149,108,84,24,-24,109,85,6087
ecCount (peaks),val,NCI-H2170,50-149,108,108,0,0,109,109,6088
ecCount (peaks),train,NCI-H2170,50-149,109,93,16,-16,110,94,6089
ecCount (peaks),train,NCI-H2170,50-149,109,120,11,11,110,121,6090
ecCount (peaks),train,NCI-H2170,50-149,109,110,1,1,110,111,6091
ecCount (peaks),test,NCI-H2170,50-149,110,92,18,-18,111,93,6092
ecCount (peaks),val,NCI-H2170,50-149,110,100,10,-10,111,101,6093
ecCount (peaks),val,NCI-H2170,50-149,110,120,10,10,111,121,6094
ecCount (peaks),train,NCI-H2170,50-149,110,99,11,-11,111,100,6095
ecCount (peaks),val,NCI-H2170,50-149,110,106,4,-4,111,107,6096
ecCount (peaks),train,NCI-H2170,50-149,110,101,9,-9,111,102,6097
ecCount (peaks),test,NCI-H716,50-149,110,113,3,3,111,114,6098
ecCount (peaks),train,SNU16,50-149,110,118,8,8,111,119,6099
ecCount (peaks),train,NCI-H2170,50-149,111,108,3,-3,112,109,6100
ecCount (peaks),train,NCI-H2170,50-149,111,156,45,45,112,157,6101
ecCount (peaks),train,NCI-H2170,50-149,111,112,1,1,112,113,6102
ecCount (peaks),train,NCI-H2170,50-149,111,101,10,-10,112,102,6103
ecCount (peaks),train,SNU16,50-149,111,113,2,2,112,114,6104
ecCount (peaks),train,NCI-H2170,50-149,112,110,2,-2,113,111,6105
ecCount (peaks),train,NCI-H2170,50-149,112,106,6,-6,113,107,6106
ecCount (peaks),train,SNU16,50-149,112,133,21,21,113,134,6107
ecCount (peaks),train,NCI-H2170,50-149,113,127,14,14,114,128,6108
ecCount (peaks),val,NCI-H2170,50-149,113,117,4,4,114,118,6109
ecCount (peaks),train,NCI-H2170,50-149,114,113,1,-1,115,114,6110
ecCount (peaks),train,NCI-H2170,50-149,114,127,13,13,115,128,6111
ecCount (peaks),train,NCI-H2170,50-149,115,110,5,-5,116,111,6112
ecCount (peaks),train,NCI-H2170,50-149,115,106,9,-9,116,107,6113
ecCount (peaks),val,NCI-H2170,50-149,115,106,9,-9,116,107,6114
ecCount (peaks),train,NCI-H2170,50-149,115,120,5,5,116,121,6115
ecCount (peaks),train,NCI-H2170,50-149,115,135,20,20,116,136,6116
ecCount (peaks),train,NCI-H2170,50-149,115,127,12,12,116,128,6117
ecCount (peaks),train,NCI-H2170,50-149,116,119,3,3,117,120,6118
ecCount (peaks),train,NCI-H2170,50-149,116,124,8,8,117,125,6119
ecCount (peaks),test,NCI-H2170,50-149,116,116,0,0,117,117,6120
ecCount (peaks),train,NCI-H2170,50-149,116,110,6,-6,117,111,6121
ecCount (peaks),train,NCI-H716,50-149,116,112,4,-4,117,113,6122
ecCount (peaks),train,NCI-H2170,50-149,117,128,11,11,118,129,6123
ecCount (peaks),train,NCI-H2170,50-149,117,144,27,27,118,145,6124
ecCount (peaks),train,NCI-H2170,50-149,117,130,13,13,118,131,6125
ecCount (peaks),train,NCI-H2170,50-149,118,108,10,-10,119,109,6126
ecCount (peaks),train,SNU16,50-149,118,115,3,-3,119,116,6127
ecCount (peaks),train,NCI-H2170,50-149,119,122,3,3,120,123,6128
ecCount (peaks),train,NCI-H2170,50-149,119,116,3,-3,120,117,6129
ecCount (peaks),test,NCI-H2170,50-149,119,126,7,7,120,127,6130
ecCount (peaks),train,NCI-H2170,50-149,119,127,8,8,120,128,6131
ecCount (peaks),train,NCI-H2170,50-149,120,124,4,4,121,125,6132
ecCount (peaks),train,NCI-H2170,50-149,120,95,25,-25,121,96,6133
ecCount (peaks),train,NCI-H2170,50-149,120,102,18,-18,121,103,6134
ecCount (peaks),train,NCI-H716,50-149,120,135,15,15,121,136,6135
ecCount (peaks),val,NCI-H2170,50-149,121,121,0,0,122,122,6136
ecCount (peaks),train,NCI-H2170,50-149,121,105,16,-16,122,106,6137
ecCount (peaks),train,NCI-H2170,50-149,121,127,6,6,122,128,6138
ecCount (peaks),train,NCI-H2170,50-149,121,119,2,-2,122,120,6139
ecCount (peaks),train,NCI-H2170,50-149,121,121,0,0,122,122,6140
ecCount (peaks),train,NCI-H2170,50-149,122,123,1,1,123,124,6141
ecCount (peaks),train,NCI-H2170,50-149,122,122,0,0,123,123,6142
ecCount (peaks),train,NCI-H2170,50-149,122,123,1,1,123,124,6143
ecCount (peaks),train,NCI-H2170,50-149,122,107,15,-15,123,108,6144
ecCount (peaks),train,NCI-H2170,50-149,123,115,8,-8,124,116,6145
ecCount (peaks),train,NCI-H2170,50-149,123,115,8,-8,124,116,6146
ecCount (peaks),val,NCI-H2170,50-149,123,108,15,-15,124,109,6147
ecCount (peaks),val,NCI-H2170,50-149,123,116,7,-7,124,117,6148
ecCount (peaks),train,SNU16,50-149,123,110,13,-13,124,111,6149
ecCount (peaks),train,NCI-H2170,50-149,124,124,0,0,125,125,6150
ecCount (peaks),test,NCI-H2170,50-149,124,129,5,5,125,130,6151
ecCount (peaks),train,NCI-H2170,50-149,124,119,5,-5,125,120,6152
ecCount (peaks),train,NCI-H2170,50-149,124,119,5,-5,125,120,6153
ecCount (peaks),train,SNU16,50-149,124,92,32,-32,125,93,6154
ecCount (peaks),val,NCI-H2170,50-149,125,122,3,-3,126,123,6155
ecCount (peaks),train,NCI-H2170,50-149,125,131,6,6,126,132,6156
ecCount (peaks),train,NCI-H2170,50-149,125,126,1,1,126,127,6157
ecCount (peaks),train,NCI-H2170,50-149,125,141,16,16,126,142,6158
ecCount (peaks),train,NCI-H2170,50-149,125,113,12,-12,126,114,6159
ecCount (peaks),train,NCI-H2170,50-149,125,124,1,-1,126,125,6160
ecCount (peaks),train,NCI-H2170,50-149,125,124,1,-1,126,125,6161
ecCount (peaks),test,SNU16,50-149,125,109,16,-16,126,110,6162
ecCount (peaks),train,NCI-H2170,50-149,126,129,3,3,127,130,6163
ecCount (peaks),test,NCI-H2170,50-149,126,149,23,23,127,150,6164
ecCount (peaks),test,NCI-H2170,50-149,126,70,56,-56,127,71,6165
ecCount (peaks),train,NCI-H2170,50-149,127,126,1,-1,128,127,6166
ecCount (peaks),train,NCI-H2170,50-149,127,110,17,-17,128,111,6167
ecCount (peaks),train,NCI-H716,50-149,127,125,2,-2,128,126,6168
ecCount (peaks),train,NCI-H2170,50-149,128,160,32,32,129,161,6169
ecCount (peaks),train,NCI-H2170,50-149,128,142,14,14,129,143,6170
ecCount (peaks),train,NCI-H2170,50-149,128,121,7,-7,129,122,6171
ecCount (peaks),train,NCI-H716,50-149,128,144,16,16,129,145,6172
ecCount (peaks),val,NCI-H2170,50-149,129,149,20,20,130,150,6173
ecCount (peaks),train,NCI-H2170,50-149,129,132,3,3,130,133,6174
ecCount (peaks),train,NCI-H716,50-149,129,138,9,9,130,139,6175
ecCount (peaks),train,NCI-H2170,50-149,130,129,1,-1,131,130,6176
ecCount (peaks),train,NCI-H2170,50-149,130,127,3,-3,131,128,6177
ecCount (peaks),train,NCI-H2170,50-149,130,130,0,0,131,131,6178
ecCount (peaks),train,NCI-H2170,50-149,131,119,12,-12,132,120,6179
ecCount (peaks),train,NCI-H2170,50-149,131,128,3,-3,132,129,6180
ecCount (peaks),train,NCI-H716,50-149,131,155,24,24,132,156,6181
ecCount (peaks),train,NCI-H716,50-149,131,163,32,32,132,164,6182
ecCount (peaks),train,NCI-H2170,50-149,132,155,23,23,133,156,6183
ecCount (peaks),train,NCI-H2170,50-149,132,142,10,10,133,143,6184
ecCount (peaks),train,NCI-H2170,50-149,132,116,16,-16,133,117,6185
ecCount (peaks),test,NCI-H2170,50-149,132,171,39,39,133,172,6186
ecCount (peaks),train,NCI-H2170,50-149,132,81,51,-51,133,82,6187
ecCount (peaks),train,NCI-H2170,50-149,132,132,0,0,133,133,6188
ecCount (peaks),val,NCI-H716,50-149,132,128,4,-4,133,129,6189
ecCount (peaks),train,NCI-H716,50-149,132,133,1,1,133,134,6190
ecCount (peaks),train,NCI-H716,50-149,132,137,5,5,133,138,6191
ecCount (peaks),train,NCI-H2170,50-149,133,140,7,7,134,141,6192
ecCount (peaks),train,NCI-H2170,50-149,133,144,11,11,134,145,6193
ecCount (peaks),train,NCI-H2170,50-149,133,151,18,18,134,152,6194
ecCount (peaks),train,NCI-H2170,50-149,134,125,9,-9,135,126,6195
ecCount (peaks),val,NCI-H2170,50-149,134,99,35,-35,135,100,6196
ecCount (peaks),train,NCI-H716,50-149,134,151,17,17,135,152,6197
ecCount (peaks),train,NCI-H2170,50-149,135,164,29,29,136,165,6198
ecCount (peaks),train,NCI-H2170,50-149,135,115,20,-20,136,116,6199
ecCount (peaks),train,NCI-H2170,50-149,135,140,5,5,136,141,6200
ecCount (peaks),test,NCI-H2170,50-149,135,134,1,-1,136,135,6201
ecCount (peaks),train,NCI-H716,50-149,135,146,11,11,136,147,6202
ecCount (peaks),train,NCI-H716,50-149,135,127,8,-8,136,128,6203
ecCount (peaks),train,NCI-H2170,50-149,136,145,9,9,137,146,6204
ecCount (peaks),train,NCI-H2170,50-149,136,80,56,-56,137,81,6205
ecCount (peaks),train,NCI-H2170,50-149,137,133,4,-4,138,134,6206
ecCount (peaks),train,NCI-H716,50-149,137,147,10,10,138,148,6207
ecCount (peaks),train,NCI-H2170,50-149,138,137,1,-1,139,138,6208
ecCount (peaks),test,NCI-H2170,50-149,138,135,3,-3,139,136,6209
ecCount (peaks),train,NCI-H2170,50-149,138,128,10,-10,139,129,6210
ecCount (peaks),train,NCI-H2170,50-149,138,147,9,9,139,148,6211
ecCount (peaks),train,NCI-H2170,50-149,139,137,2,-2,140,138,6212
ecCount (peaks),val,NCI-H2170,50-149,139,139,0,0,140,140,6213
ecCount (peaks),test,NCI-H2170,50-149,139,140,1,1,140,141,6214
ecCount (peaks),train,NCI-H2170,50-149,139,145,6,6,140,146,6215
ecCount (peaks),test,NCI-H716,50-149,139,126,13,-13,140,127,6216
ecCount (peaks),test,SNU16,50-149,140,138,2,-2,141,139,6217
ecCount (peaks),train,NCI-H2170,50-149,141,122,19,-19,142,123,6218
ecCount (peaks),val,NCI-H2170,50-149,141,141,0,0,142,142,6219
ecCount (peaks),val,NCI-H2170,50-149,141,154,13,13,142,155,6220
ecCount (peaks),train,NCI-H2170,50-149,141,137,4,-4,142,138,6221
ecCount (peaks),train,SNU16,50-149,141,143,2,2,142,144,6222
ecCount (peaks),train,SNU16,50-149,141,142,1,1,142,143,6223
ecCount (peaks),train,NCI-H2170,50-149,142,148,6,6,143,149,6224
ecCount (peaks),test,NCI-H2170,50-149,142,124,18,-18,143,125,6225
ecCount (peaks),train,NCI-H2170,50-149,142,142,0,0,143,143,6226
ecCount (peaks),train,NCI-H2170,50-149,142,150,8,8,143,151,6227
ecCount (peaks),train,NCI-H2170,50-149,142,153,11,11,143,154,6228
ecCount (peaks),train,NCI-H2170,50-149,142,145,3,3,143,146,6229
ecCount (peaks),train,SNU16,50-149,142,149,7,7,143,150,6230
ecCount (peaks),val,COLO320DM,50-149,143,148,5,5,144,149,6231
ecCount (peaks),train,NCI-H2170,50-149,143,117,26,-26,144,118,6232
ecCount (peaks),train,NCI-H2170,50-149,143,145,2,2,144,146,6233
ecCount (peaks),val,NCI-H2170,50-149,143,135,8,-8,144,136,6234
ecCount (peaks),train,NCI-H2170,50-149,143,128,15,-15,144,129,6235
ecCount (peaks),train,NCI-H2170,50-149,143,138,5,-5,144,139,6236
ecCount (peaks),train,COLO320DM,50-149,144,146,2,2,145,147,6237
ecCount (peaks),val,NCI-H716,50-149,144,147,3,3,145,148,6238
ecCount (peaks),train,NCI-H716,50-149,144,156,12,12,145,157,6239
ecCount (peaks),train,SNU16,50-149,144,137,7,-7,145,138,6240
ecCount (peaks),train,SNU16,50-149,144,116,28,-28,145,117,6241
ecCount (peaks),train,NCI-H2170,50-149,145,135,10,-10,146,136,6242
ecCount (peaks),val,NCI-H2170,50-149,145,131,14,-14,146,132,6243
ecCount (peaks),train,NCI-H2170,50-149,145,120,25,-25,146,121,6244
ecCount (peaks),train,NCI-H2170,50-149,146,154,8,8,147,155,6245
ecCount (peaks),train,NCI-H2170,50-149,146,147,1,1,147,148,6246
ecCount (peaks),train,NCI-H2170,50-149,146,153,7,7,147,154,6247
ecCount (peaks),train,NCI-H2170,50-149,147,139,8,-8,148,140,6248
ecCount (peaks),train,NCI-H2170,50-149,147,145,2,-2,148,146,6249
ecCount (peaks),val,NCI-H2170,50-149,147,174,27,27,148,175,6250
ecCount (peaks),train,NCI-H2170,50-149,147,136,11,-11,148,137,6251
ecCount (peaks),val,NCI-H2170,50-149,147,133,14,-14,148,134,6252
ecCount (peaks),test,NCI-H2170,50-149,148,144,4,-4,149,145,6253
ecCount (peaks),val,NCI-H2170,50-149,148,146,2,-2,149,147,6254
ecCount (peaks),train,NCI-H2170,50-149,148,154,6,6,149,155,6255
ecCount (peaks),val,NCI-H2170,50-149,148,153,5,5,149,154,6256
ecCount (peaks),val,NCI-H716,50-149,148,157,9,9,149,158,6257
ecCount (peaks),train,SNU16,50-149,148,126,22,-22,149,127,6258
ecCount (peaks),train,NCI-H2170,50-149,149,139,10,-10,150,140,6259
ecCount (peaks),train,NCI-H2170,50-149,149,136,13,-13,150,137,6260
ecCount (peaks),train,NCI-H2170,150-299,150,127,23,-23,151,128,6261
ecCount (peaks),train,NCI-H2170,150-299,150,149,1,-1,151,150,6262
ecCount (peaks),train,NCI-H2170,150-299,150,143,7,-7,151,144,6263
ecCount (peaks),val,NCI-H2170,150-299,150,134,16,-16,151,135,6264
ecCount (peaks),train,NCI-H2170,150-299,150,145,5,-5,151,146,6265
ecCount (peaks),test,NCI-H716,150-299,150,175,25,25,151,176,6266
ecCount (peaks),test,SNU16,150-299,150,157,7,7,151,158,6267
ecCount (peaks),val,NCI-H2170,150-299,151,159,8,8,152,160,6268
ecCount (peaks),train,NCI-H2170,150-299,151,134,17,-17,152,135,6269
ecCount (peaks),test,NCI-H2170,150-299,151,133,18,-18,152,134,6270
ecCount (peaks),train,SNU16,150-299,151,137,14,-14,152,138,6271
ecCount (peaks),train,NCI-H2170,150-299,152,148,4,-4,153,149,6272
ecCount (peaks),train,NCI-H2170,150-299,152,165,13,13,153,166,6273
ecCount (peaks),val,NCI-H2170,150-299,152,157,5,5,153,158,6274
ecCount (peaks),train,NCI-H2170,150-299,152,145,7,-7,153,146,6275
ecCount (peaks),val,NCI-H2170,150-299,152,149,3,-3,153,150,6276
ecCount (peaks),train,NCI-H2170,150-299,152,131,21,-21,153,132,6277
ecCount (peaks),val,NCI-H716,150-299,152,155,3,3,153,156,6278
ecCount (peaks),train,NCI-H2170,150-299,153,154,1,1,154,155,6279
ecCount (peaks),train,NCI-H2170,150-299,153,160,7,7,154,161,6280
ecCount (peaks),val,NCI-H2170,150-299,153,148,5,-5,154,149,6281
ecCount (peaks),train,NCI-H2170,150-299,153,155,2,2,154,156,6282
ecCount (peaks),train,NCI-H2170,150-299,153,146,7,-7,154,147,6283
ecCount (peaks),train,NCI-H2170,150-299,154,150,4,-4,155,151,6284
ecCount (peaks),train,NCI-H2170,150-299,155,148,7,-7,156,149,6285
ecCount (peaks),train,NCI-H2170,150-299,156,95,61,-61,157,96,6286
ecCount (peaks),val,NCI-H2170,150-299,156,151,5,-5,157,152,6287
ecCount (peaks),val,NCI-H2170,150-299,157,164,7,7,158,165,6288
ecCount (peaks),val,NCI-H2170,150-299,157,156,1,-1,158,157,6289
ecCount (peaks),train,NCI-H2170,150-299,157,163,6,6,158,164,6290
ecCount (peaks),train,NCI-H2170,150-299,157,182,25,25,158,183,6291
ecCount (peaks),train,SNU16,150-299,157,162,5,5,158,163,6292
ecCount (peaks),val,NCI-H2170,150-299,158,158,0,0,159,159,6293
ecCount (peaks),val,NCI-H2170,150-299,158,173,15,15,159,174,6294
ecCount (peaks),test,SNU16,150-299,158,134,24,-24,159,135,6295
ecCount (peaks),val,NCI-H2170,150-299,159,176,17,17,160,177,6296
ecCount (peaks),test,NCI-H2170,150-299,159,160,1,1,160,161,6297
ecCount (peaks),train,NCI-H2170,150-299,159,160,1,1,160,161,6298
ecCount (peaks),train,NCI-H2170,150-299,160,146,14,-14,161,147,6299
ecCount (peaks),val,NCI-H2170,150-299,160,216,56,56,161,217,6300
ecCount (peaks),val,NCI-H2170,150-299,160,163,3,3,161,164,6301
ecCount (peaks),train,NCI-H2170,150-299,160,156,4,-4,161,157,6302
ecCount (peaks),train,NCI-H2170,150-299,161,164,3,3,162,165,6303
ecCount (peaks),val,SNU16,150-299,161,163,2,2,162,164,6304
ecCount (peaks),train,NCI-H2170,150-299,162,173,11,11,163,174,6305
ecCount (peaks),train,NCI-H2170,150-299,162,170,8,8,163,171,6306
ecCount (peaks),train,NCI-H2170,150-299,163,163,0,0,164,164,6307
ecCount (peaks),train,NCI-H2170,150-299,163,158,5,-5,164,159,6308
ecCount (peaks),train,NCI-H2170,150-299,163,164,1,1,164,165,6309
ecCount (peaks),test,NCI-H716,150-299,163,187,24,24,164,188,6310
ecCount (peaks),train,NCI-H716,150-299,163,171,8,8,164,172,6311
ecCount (peaks),test,NCI-H2170,150-299,164,163,1,-1,165,164,6312
ecCount (peaks),train,NCI-H2170,150-299,164,162,2,-2,165,163,6313
ecCount (peaks),train,NCI-H2170,150-299,165,171,6,6,166,172,6314
ecCount (peaks),train,NCI-H2170,150-299,165,159,6,-6,166,160,6315
ecCount (peaks),train,NCI-H2170,150-299,166,154,12,-12,167,155,6316
ecCount (peaks),train,NCI-H2170,150-299,166,149,17,-17,167,150,6317
ecCount (peaks),val,NCI-H716,150-299,166,164,2,-2,167,165,6318
ecCount (peaks),val,NCI-H716,150-299,166,178,12,12,167,179,6319
ecCount (peaks),test,NCI-H716,150-299,166,174,8,8,167,175,6320
ecCount (peaks),test,SNU16,150-299,166,157,9,-9,167,158,6321
ecCount (peaks),train,NCI-H2170,150-299,167,155,12,-12,168,156,6322
ecCount (peaks),train,NCI-H2170,150-299,167,172,5,5,168,173,6323
ecCount (peaks),train,NCI-H2170,150-299,168,115,53,-53,169,116,6324
ecCount (peaks),val,NCI-H2170,150-299,168,140,28,-28,169,141,6325
ecCount (peaks),train,NCI-H2170,150-299,168,167,1,-1,169,168,6326
ecCount (peaks),train,NCI-H2170,150-299,168,170,2,2,169,171,6327
ecCount (peaks),test,NCI-H2170,150-299,169,205,36,36,170,206,6328
ecCount (peaks),val,NCI-H716,150-299,169,178,9,9,170,179,6329
ecCount (peaks),train,NCI-H2170,150-299,170,174,4,4,171,175,6330
ecCount (peaks),train,NCI-H2170,150-299,170,171,1,1,171,172,6331
ecCount (peaks),test,NCI-H2170,150-299,170,163,7,-7,171,164,6332
ecCount (peaks),train,SNU16,150-299,170,167,3,-3,171,168,6333
ecCount (peaks),test,NCI-H716,150-299,171,153,18,-18,172,154,6334
ecCount (peaks),train,NCI-H2170,150-299,172,185,13,13,173,186,6335
ecCount (peaks),train,NCI-H716,150-299,172,175,3,3,173,176,6336
ecCount (peaks),train,NCI-H716,150-299,172,162,10,-10,173,163,6337
ecCount (peaks),train,SNU16,150-299,172,163,9,-9,173,164,6338
ecCount (peaks),train,NCI-H2170,150-299,173,177,4,4,174,178,6339
ecCount (peaks),val,NCI-H2170,150-299,173,156,17,-17,174,157,6340
ecCount (peaks),test,NCI-H2170,150-299,174,189,15,15,175,190,6341
ecCount (peaks),train,NCI-H2170,150-299,174,199,25,25,175,200,6342
ecCount (peaks),test,NCI-H2170,150-299,174,155,19,-19,175,156,6343
