unique_id,cell_line,coord_count_npy,ecDNA_gt,delta_coord_minus_gt,abs_delta
ncih2170_facs_fish_0723_high_her2_117,NCI-H2170,148,148,0,0
ncih2170_facs_fish_0723_high_her2_118,NCI-H2170,500,497,3,3
ncih2170_facs_fish_0723_high_her2_12,NCI-H2170,211,211,0,0
ncih2170_facs_fish_0723_high_her2_120,NCI-H2170,250,250,0,0
ncih2170_facs_fish_0723_high_her2_121,NCI-H2170,381,344,37,37
ncih2170_facs_fish_0723_high_her2_122,NCI-H2170,245,245,0,0
ncih2170_facs_fish_0723_high_her2_123,NCI-H2170,325,325,0,0
ncih2170_facs_fish_0723_high_her2_124,NCI-H2170,165,165,0,0
ncih2170_facs_fish_0723_high_her2_125,NCI-H2170,483,442,41,41
ncih2170_facs_fish_0723_high_her2_126,NCI-H2170,667,659,8,8
ncih2170_facs_fish_0723_high_her2_13,NCI-H2170,299,299,0,0
ncih2170_facs_fish_0723_high_her2_15,NCI-H2170,274,274,0,0
ncih2170_facs_fish_0723_high_her2_16,NCI-H2170,262,250,12,12
ncih2170_facs_fish_0723_high_her2_17,NCI-H2170,473,473,0,0
ncih2170_facs_fish_0723_high_her2_18,NCI-H2170,612,611,1,1
ncih2170_facs_fish_0723_high_her2_19,NCI-H2170,581,580,1,1
ncih2170_facs_fish_0723_high_her2_2,NCI-H2170,242,241,1,1
ncih2170_facs_fish_0723_high_her2_21,NCI-H2170,180,180,0,0
ncih2170_facs_fish_0723_high_her2_24,NCI-H2170,193,184,9,9
ncih2170_facs_fish_0723_high_her2_25,NCI-H2170,198,191,7,7
ncih2170_facs_fish_0723_high_her2_26,NCI-H2170,497,491,6,6
ncih2170_facs_fish_0723_high_her2_27,NCI-H2170,321,319,2,2
ncih2170_facs_fish_0723_high_her2_28,NCI-H2170,232,232,0,0
ncih2170_facs_fish_0723_high_her2_3,NCI-H2170,460,460,0,0
ncih2170_facs_fish_0723_high_her2_30,NCI-H2170,376,376,0,0
ncih2170_facs_fish_0723_high_her2_31,NCI-H2170,294,293,1,1
ncih2170_facs_fish_0723_high_her2_33,NCI-H2170,352,352,0,0
ncih2170_facs_fish_0723_high_her2_34,NCI-H2170,424,424,0,0
ncih2170_facs_fish_0723_high_her2_35,NCI-H2170,300,300,0,0
ncih2170_facs_fish_0723_high_her2_36,NCI-H2170,237,236,1,1
ncih2170_facs_fish_0723_high_her2_37,NCI-H2170,150,150,0,0
ncih2170_facs_fish_0723_high_her2_4,NCI-H2170,397,396,1,1
ncih2170_facs_fish_0723_high_her2_40,NCI-H2170,552,517,35,35
ncih2170_facs_fish_0723_high_her2_41,NCI-H2170,265,265,0,0
ncih2170_facs_fish_0723_high_her2_42,NCI-H2170,323,323,0,0
ncih2170_facs_fish_0723_high_her2_45,NCI-H2170,302,300,2,2
ncih2170_facs_fish_0723_high_her2_5,NCI-H2170,432,429,3,3
ncih2170_facs_fish_0723_high_her2_54,NCI-H2170,120,120,0,0
ncih2170_facs_fish_0723_high_her2_55,NCI-H2170,224,223,1,1
ncih2170_facs_fish_0723_high_her2_56,NCI-H2170,254,252,2,2
ncih2170_facs_fish_0723_high_her2_58,NCI-H2170,176,176,0,0
ncih2170_facs_fish_0723_high_her2_6,NCI-H2170,207,207,0,0
ncih2170_facs_fish_0723_high_her2_64,NCI-H2170,262,260,2,2
ncih2170_facs_fish_0723_high_her2_65,NCI-H2170,173,173,0,0
ncih2170_facs_fish_0723_high_her2_69,NCI-H2170,204,204,0,0
ncih2170_facs_fish_0723_high_her2_7,NCI-H2170,495,495,0,0
ncih2170_facs_fish_0723_high_her2_71,NCI-H2170,378,378,0,0
ncih2170_facs_fish_0723_high_her2_79,NCI-H2170,283,275,8,8
ncih2170_facs_fish_0723_high_her2_8,NCI-H2170,685,682,3,3
ncih2170_facs_fish_0723_high_her2_80,NCI-H2170,412,403,9,9
ncih2170_facs_fish_0723_high_her2_82,NCI-H2170,498,498,0,0
ncih2170_facs_fish_0723_high_her2_83,NCI-H2170,308,307,1,1
ncih2170_facs_fish_0723_high_her2_84,NCI-H2170,259,258,1,1
ncih2170_facs_fish_0723_high_her2_86,NCI-H2170,164,164,0,0
ncih2170_facs_fish_0723_high_her2_87,NCI-H2170,261,249,12,12
ncih2170_facs_fish_0723_high_her2_88,NCI-H2170,333,329,4,4
ncih2170_facs_fish_0723_high_her2_89,NCI-H2170,256,256,0,0
ncih2170_facs_fish_0723_high_her2_9,NCI-H2170,262,262,0,0
ncih2170_facs_fish_0723_high_her2_91,NCI-H2170,98,96,2,2
ncih2170_facs_fish_0723_high_her2_92,NCI-H2170,148,147,1,1
ncih2170_facs_fish_0723_high_her2_93,NCI-H2170,420,410,10,10
ncih2170_facs_fish_0723_high_her2_94,NCI-H2170,398,395,3,3
ncih2170_facs_fish_0723_high_her2_96,NCI-H2170,502,497,5,5
ncih2170_facs_fish_0723_high_her2_97,NCI-H2170,411,409,2,2
ncih2170_facs_fish_0723_high_her2_98,NCI-H2170,228,226,2,2
ncih2170_facs_fish_0723_high_her2_99_a,NCI-H2170,285,267,18,18
ncih2170_facs_fish_0723_high_her2_99_b,NCI-H2170,217,217,0,0
ncih2170_facs_fish_0723_low_her2_1,NCI-H2170,36,36,0,0
ncih2170_facs_fish_0723_low_her2_10,NCI-H2170,207,206,1,1
ncih2170_facs_fish_0723_low_her2_101,NCI-H2170,91,91,0,0
ncih2170_facs_fish_0723_low_her2_102,NCI-H2170,153,153,0,0
ncih2170_facs_fish_0723_low_her2_103,NCI-H2170,207,207,0,0
ncih2170_facs_fish_0723_low_her2_104,NCI-H2170,139,137,2,2
ncih2170_facs_fish_0723_low_her2_105,NCI-H2170,81,81,0,0
ncih2170_facs_fish_0723_low_her2_106,NCI-H2170,71,71,0,0
ncih2170_facs_fish_0723_low_her2_107,NCI-H2170,112,112,0,0
ncih2170_facs_fish_0723_low_her2_108,NCI-H2170,53,53,0,0
ncih2170_facs_fish_0723_low_her2_109,NCI-H2170,57,57,0,0
ncih2170_facs_fish_0723_low_her2_11,NCI-H2170,183,183,0,0
ncih2170_facs_fish_0723_low_her2_111,NCI-H2170,66,66,0,0
ncih2170_facs_fish_0723_low_her2_112,NCI-H2170,98,98,0,0
ncih2170_facs_fish_0723_low_her2_113,NCI-H2170,121,121,0,0
ncih2170_facs_fish_0723_low_her2_114,NCI-H2170,121,121,0,0
ncih2170_facs_fish_0723_low_her2_115,NCI-H2170,63,63,0,0
ncih2170_facs_fish_0723_low_her2_116,NCI-H2170,105,105,0,0
ncih2170_facs_fish_0723_low_her2_117,NCI-H2170,237,237,0,0
ncih2170_facs_fish_0723_low_her2_118,NCI-H2170,94,93,1,1
ncih2170_facs_fish_0723_low_her2_12,NCI-H2170,104,104,0,0
ncih2170_facs_fish_0723_low_her2_123,NCI-H2170,80,79,1,1
ncih2170_facs_fish_0723_low_her2_124,NCI-H2170,153,152,1,1
ncih2170_facs_fish_0723_low_her2_125,NCI-H2170,75,73,2,2
ncih2170_facs_fish_0723_low_her2_126,NCI-H2170,124,124,0,0
ncih2170_facs_fish_0723_low_her2_13,NCI-H2170,82,82,0,0
ncih2170_facs_fish_0723_low_her2_14,NCI-H2170,329,329,0,0
ncih2170_facs_fish_0723_low_her2_15,NCI-H2170,132,132,0,0
ncih2170_facs_fish_0723_low_her2_16,NCI-H2170,139,139,0,0
ncih2170_facs_fish_0723_low_her2_17,NCI-H2170,109,109,0,0
ncih2170_facs_fish_0723_low_her2_19,NCI-H2170,154,154,0,0
ncih2170_facs_fish_0723_low_her2_20,NCI-H2170,183,183,0,0
ncih2170_facs_fish_0723_low_her2_21,NCI-H2170,260,260,0,0
ncih2170_facs_fish_0723_low_her2_22,NCI-H2170,308,308,0,0
ncih2170_facs_fish_0723_low_her2_23,NCI-H2170,85,85,0,0
ncih2170_facs_fish_0723_low_her2_24,NCI-H2170,98,98,0,0
ncih2170_facs_fish_0723_low_her2_25,NCI-H2170,54,54,0,0
ncih2170_facs_fish_0723_low_her2_27,NCI-H2170,47,47,0,0
ncih2170_facs_fish_0723_low_her2_28,NCI-H2170,81,81,0,0
ncih2170_facs_fish_0723_low_her2_3,NCI-H2170,124,124,0,0
ncih2170_facs_fish_0723_low_her2_30,NCI-H2170,75,75,0,0
ncih2170_facs_fish_0723_low_her2_32,NCI-H2170,78,78,0,0
ncih2170_facs_fish_0723_low_her2_33,NCI-H2170,26,26,0,0
ncih2170_facs_fish_0723_low_her2_34,NCI-H2170,72,72,0,0
ncih2170_facs_fish_0723_low_her2_35,NCI-H2170,48,48,0,0
ncih2170_facs_fish_0723_low_her2_36,NCI-H2170,44,44,0,0
ncih2170_facs_fish_0723_low_her2_37,NCI-H2170,107,106,1,1
ncih2170_facs_fish_0723_low_her2_38,NCI-H2170,86,86,0,0
ncih2170_facs_fish_0723_low_her2_39,NCI-H2170,100,100,0,0
ncih2170_facs_fish_0723_low_her2_40,NCI-H2170,97,97,0,0
ncih2170_facs_fish_0723_low_her2_41,NCI-H2170,80,80,0,0
ncih2170_facs_fish_0723_low_her2_42,NCI-H2170,122,122,0,0
ncih2170_facs_fish_0723_low_her2_43,NCI-H2170,71,71,0,0
ncih2170_facs_fish_0723_low_her2_44,NCI-H2170,162,162,0,0
ncih2170_facs_fish_0723_low_her2_45,NCI-H2170,156,156,0,0
ncih2170_facs_fish_0723_low_her2_46,NCI-H2170,660,655,5,5
ncih2170_facs_fish_0723_low_her2_5,NCI-H2170,107,107,0,0
ncih2170_facs_fish_0723_low_her2_51,NCI-H2170,106,106,0,0
ncih2170_facs_fish_0723_low_her2_52,NCI-H2170,116,116,0,0
ncih2170_facs_fish_0723_low_her2_53,NCI-H2170,105,105,0,0
ncih2170_facs_fish_0723_low_her2_54,NCI-H2170,106,106,0,0
ncih2170_facs_fish_0723_low_her2_56,NCI-H2170,120,120,0,0
ncih2170_facs_fish_0723_low_her2_57,NCI-H2170,237,236,1,1
ncih2170_facs_fish_0723_low_her2_58,NCI-H2170,137,137,0,0
ncih2170_facs_fish_0723_low_her2_6,NCI-H2170,66,66,0,0
ncih2170_facs_fish_0723_low_her2_60,NCI-H2170,93,93,0,0
ncih2170_facs_fish_0723_low_her2_61,NCI-H2170,57,57,0,0
ncih2170_facs_fish_0723_low_her2_62,NCI-H2170,53,53,0,0
ncih2170_facs_fish_0723_low_her2_63,NCI-H2170,43,43,0,0
ncih2170_facs_fish_0723_low_her2_64,NCI-H2170,32,32,0,0
ncih2170_facs_fish_0723_low_her2_65,NCI-H2170,95,95,0,0
ncih2170_facs_fish_0723_low_her2_67,NCI-H2170,39,39,0,0
ncih2170_facs_fish_0723_low_her2_68,NCI-H2170,32,32,0,0
ncih2170_facs_fish_0723_low_her2_70,NCI-H2170,119,115,4,4
ncih2170_facs_fish_0723_low_her2_73,NCI-H2170,73,72,1,1
ncih2170_facs_fish_0723_low_her2_74,NCI-H2170,189,181,8,8
ncih2170_facs_fish_0723_low_her2_75,NCI-H2170,43,43,0,0
ncih2170_facs_fish_0723_low_her2_77,NCI-H2170,48,48,0,0
ncih2170_facs_fish_0723_low_her2_78,NCI-H2170,46,46,0,0
ncih2170_facs_fish_0723_low_her2_79,NCI-H2170,203,201,2,2
ncih2170_facs_fish_0723_low_her2_8,NCI-H2170,77,77,0,0
ncih2170_facs_fish_0723_low_her2_80,NCI-H2170,160,159,1,1
ncih2170_facs_fish_0723_low_her2_81,NCI-H2170,66,66,0,0
ncih2170_facs_fish_0723_low_her2_82,NCI-H2170,36,36,0,0
ncih2170_facs_fish_0723_low_her2_83,NCI-H2170,79,78,1,1
ncih2170_facs_fish_0723_low_her2_84,NCI-H2170,168,168,0,0
ncih2170_facs_fish_0723_low_her2_85,NCI-H2170,119,115,4,4
ncih2170_facs_fish_0723_low_her2_86,NCI-H2170,110,110,0,0
ncih2170_facs_fish_0723_low_her2_87,NCI-H2170,66,64,2,2
ncih2170_facs_fish_0723_low_her2_88,NCI-H2170,46,46,0,0
ncih2170_facs_fish_0723_low_her2_89,NCI-H2170,79,79,0,0
ncih2170_facs_fish_0723_low_her2_9,NCI-H2170,223,223,0,0
ncih2170_facs_fish_0723_low_her2_90,NCI-H2170,108,106,2,2
ncih2170_facs_fish_0723_low_her2_91,NCI-H2170,85,85,0,0
ncih2170_facs_fish_0723_low_her2_92,NCI-H2170,130,130,0,0
ncih2170_facs_fish_0723_low_her2_93,NCI-H2170,41,39,2,2
ncih2170_facs_fish_0723_low_her2_94,NCI-H2170,95,93,2,2
ncih2170_facs_fish_0723_low_her2_96,NCI-H2170,49,49,0,0
ncih2170_facs_fish_0723_low_her2_97,NCI-H2170,52,52,0,0
ncih2170_facs_fish_0723_low_her2_98,NCI-H2170,123,121,2,2
ncih2170_facs_fish_0723_low_her2_99,NCI-H2170,89,88,1,1
ncih2170_facs_fish_0723_pre_sort_ctrl_1,NCI-H2170,94,94,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_10,NCI-H2170,472,463,9,9
ncih2170_facs_fish_0723_pre_sort_ctrl_11,NCI-H2170,215,215,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_12,NCI-H2170,173,173,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_13,NCI-H2170,363,361,2,2
ncih2170_facs_fish_0723_pre_sort_ctrl_14,NCI-H2170,179,179,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_15,NCI-H2170,201,201,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_16,NCI-H2170,85,85,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_17,NCI-H2170,535,513,22,22
ncih2170_facs_fish_0723_pre_sort_ctrl_18,NCI-H2170,255,255,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_19,NCI-H2170,123,123,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_2,NCI-H2170,520,520,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_20,NCI-H2170,212,212,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_21,NCI-H2170,250,250,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_22,NCI-H2170,234,234,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_23,NCI-H2170,89,89,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_24,NCI-H2170,64,64,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_25,NCI-H2170,300,300,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_26,NCI-H2170,576,570,6,6
ncih2170_facs_fish_0723_pre_sort_ctrl_27,NCI-H2170,360,357,3,3
ncih2170_facs_fish_0723_pre_sort_ctrl_28,NCI-H2170,357,353,4,4
ncih2170_facs_fish_0723_pre_sort_ctrl_29,NCI-H2170,235,225,10,10
ncih2170_facs_fish_0723_pre_sort_ctrl_3,NCI-H2170,47,47,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_30,NCI-H2170,352,351,1,1
ncih2170_facs_fish_0723_pre_sort_ctrl_31,NCI-H2170,145,145,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_32,NCI-H2170,287,287,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_33,NCI-H2170,326,317,9,9
ncih2170_facs_fish_0723_pre_sort_ctrl_34,NCI-H2170,182,178,4,4
ncih2170_facs_fish_0723_pre_sort_ctrl_35,NCI-H2170,210,205,5,5
ncih2170_facs_fish_0723_pre_sort_ctrl_36,NCI-H2170,133,133,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_4,NCI-H2170,186,186,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_5,NCI-H2170,82,82,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_6,NCI-H2170,192,192,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_7,NCI-H2170,81,81,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_8,NCI-H2170,193,193,0,0
ncih2170_facs_fish_0723_pre_sort_ctrl_9,NCI-H2170,41,41,0,0
ncih2170_facs_fish_0723_sorted_ctrl_1,NCI-H2170,98,98,0,0
ncih2170_facs_fish_0723_sorted_ctrl_10,NCI-H2170,89,89,0,0
ncih2170_facs_fish_0723_sorted_ctrl_100,NCI-H2170,145,143,2,2
ncih2170_facs_fish_0723_sorted_ctrl_11,NCI-H2170,34,34,0,0
ncih2170_facs_fish_0723_sorted_ctrl_12,NCI-H2170,102,102,0,0
ncih2170_facs_fish_0723_sorted_ctrl_13,NCI-H2170,60,60,0,0
ncih2170_facs_fish_0723_sorted_ctrl_15,NCI-H2170,195,195,0,0
ncih2170_facs_fish_0723_sorted_ctrl_16,NCI-H2170,110,110,0,0
ncih2170_facs_fish_0723_sorted_ctrl_17,NCI-H2170,250,250,0,0
ncih2170_facs_fish_0723_sorted_ctrl_18,NCI-H2170,296,292,4,4
ncih2170_facs_fish_0723_sorted_ctrl_19,NCI-H2170,366,366,0,0
ncih2170_facs_fish_0723_sorted_ctrl_2,NCI-H2170,172,172,0,0
ncih2170_facs_fish_0723_sorted_ctrl_20,NCI-H2170,288,286,2,2
ncih2170_facs_fish_0723_sorted_ctrl_21,NCI-H2170,408,407,1,1
ncih2170_facs_fish_0723_sorted_ctrl_22,NCI-H2170,88,88,0,0
ncih2170_facs_fish_0723_sorted_ctrl_23,NCI-H2170,136,136,0,0
ncih2170_facs_fish_0723_sorted_ctrl_24,NCI-H2170,91,90,1,1
ncih2170_facs_fish_0723_sorted_ctrl_25,NCI-H2170,138,138,0,0
ncih2170_facs_fish_0723_sorted_ctrl_26,NCI-H2170,122,122,0,0
ncih2170_facs_fish_0723_sorted_ctrl_27,NCI-H2170,136,136,0,0
ncih2170_facs_fish_0723_sorted_ctrl_29,NCI-H2170,446,445,1,1
ncih2170_facs_fish_0723_sorted_ctrl_3,NCI-H2170,204,204,0,0
ncih2170_facs_fish_0723_sorted_ctrl_30,NCI-H2170,92,92,0,0
ncih2170_facs_fish_0723_sorted_ctrl_31,NCI-H2170,84,78,6,6
ncih2170_facs_fish_0723_sorted_ctrl_32,NCI-H2170,290,288,2,2
ncih2170_facs_fish_0723_sorted_ctrl_33,NCI-H2170,168,168,0,0
ncih2170_facs_fish_0723_sorted_ctrl_34,NCI-H2170,125,125,0,0
ncih2170_facs_fish_0723_sorted_ctrl_35,NCI-H2170,141,141,0,0
ncih2170_facs_fish_0723_sorted_ctrl_36,NCI-H2170,67,67,0,0
ncih2170_facs_fish_0723_sorted_ctrl_37,NCI-H2170,241,239,2,2
ncih2170_facs_fish_0723_sorted_ctrl_38,NCI-H2170,202,202,0,0
ncih2170_facs_fish_0723_sorted_ctrl_39,NCI-H2170,275,275,0,0
ncih2170_facs_fish_0723_sorted_ctrl_4,NCI-H2170,538,536,2,2
ncih2170_facs_fish_0723_sorted_ctrl_40,NCI-H2170,65,65,0,0
ncih2170_facs_fish_0723_sorted_ctrl_41,NCI-H2170,293,292,1,1
ncih2170_facs_fish_0723_sorted_ctrl_42,NCI-H2170,116,116,0,0
ncih2170_facs_fish_0723_sorted_ctrl_43,NCI-H2170,98,98,0,0
ncih2170_facs_fish_0723_sorted_ctrl_44,NCI-H2170,202,202,0,0
ncih2170_facs_fish_0723_sorted_ctrl_45,NCI-H2170,472,472,0,0
ncih2170_facs_fish_0723_sorted_ctrl_46,NCI-H2170,178,178,0,0
ncih2170_facs_fish_0723_sorted_ctrl_47,NCI-H2170,212,212,0,0
ncih2170_facs_fish_0723_sorted_ctrl_48,NCI-H2170,278,274,4,4
ncih2170_facs_fish_0723_sorted_ctrl_49,NCI-H2170,366,365,1,1
ncih2170_facs_fish_0723_sorted_ctrl_5,NCI-H2170,166,165,1,1
ncih2170_facs_fish_0723_sorted_ctrl_50,NCI-H2170,61,61,0,0
ncih2170_facs_fish_0723_sorted_ctrl_51,NCI-H2170,305,302,3,3
ncih2170_facs_fish_0723_sorted_ctrl_52,NCI-H2170,226,226,0,0
ncih2170_facs_fish_0723_sorted_ctrl_53,NCI-H2170,118,118,0,0
ncih2170_facs_fish_0723_sorted_ctrl_54,NCI-H2170,116,116,0,0
ncih2170_facs_fish_0723_sorted_ctrl_55,NCI-H2170,262,262,0,0
ncih2170_facs_fish_0723_sorted_ctrl_56,NCI-H2170,120,120,0,0
ncih2170_facs_fish_0723_sorted_ctrl_57,NCI-H2170,301,284,17,17
ncih2170_facs_fish_0723_sorted_ctrl_58,NCI-H2170,28,24,4,4
ncih2170_facs_fish_0723_sorted_ctrl_59,NCI-H2170,284,277,7,7
ncih2170_facs_fish_0723_sorted_ctrl_6,NCI-H2170,119,119,0,0
ncih2170_facs_fish_0723_sorted_ctrl_60,NCI-H2170,197,187,10,10
ncih2170_facs_fish_0723_sorted_ctrl_61,NCI-H2170,166,166,0,0
ncih2170_facs_fish_0723_sorted_ctrl_62,NCI-H2170,657,636,21,21
ncih2170_facs_fish_0723_sorted_ctrl_63,NCI-H2170,216,214,2,2
ncih2170_facs_fish_0723_sorted_ctrl_64,NCI-H2170,335,333,2,2
ncih2170_facs_fish_0723_sorted_ctrl_65,NCI-H2170,139,139,0,0
ncih2170_facs_fish_0723_sorted_ctrl_66,NCI-H2170,58,58,0,0
ncih2170_facs_fish_0723_sorted_ctrl_67,NCI-H2170,238,236,2,2
ncih2170_facs_fish_0723_sorted_ctrl_68,NCI-H2170,266,266,0,0
ncih2170_facs_fish_0723_sorted_ctrl_69,NCI-H2170,327,325,2,2
ncih2170_facs_fish_0723_sorted_ctrl_7,NCI-H2170,88,88,0,0
ncih2170_facs_fish_0723_sorted_ctrl_70,NCI-H2170,141,141,0,0
ncih2170_facs_fish_0723_sorted_ctrl_71,NCI-H2170,300,300,0,0
ncih2170_facs_fish_0723_sorted_ctrl_72,NCI-H2170,261,259,2,2
ncih2170_facs_fish_0723_sorted_ctrl_73,NCI-H2170,163,163,0,0
ncih2170_facs_fish_0723_sorted_ctrl_74,NCI-H2170,73,73,0,0
ncih2170_facs_fish_0723_sorted_ctrl_75,NCI-H2170,205,205,0,0
ncih2170_facs_fish_0723_sorted_ctrl_76,NCI-H2170,291,291,0,0
ncih2170_facs_fish_0723_sorted_ctrl_77,NCI-H2170,202,199,3,3
ncih2170_facs_fish_0723_sorted_ctrl_78,NCI-H2170,129,129,0,0
ncih2170_facs_fish_0723_sorted_ctrl_79,NCI-H2170,27,27,0,0
ncih2170_facs_fish_0723_sorted_ctrl_8,NCI-H2170,213,211,2,2
ncih2170_facs_fish_0723_sorted_ctrl_80,NCI-H2170,344,296,48,48
ncih2170_facs_fish_0723_sorted_ctrl_81,NCI-H2170,204,201,3,3
ncih2170_facs_fish_0723_sorted_ctrl_82,NCI-H2170,58,58,0,0
ncih2170_facs_fish_0723_sorted_ctrl_83,NCI-H2170,642,625,17,17
ncih2170_facs_fish_0723_sorted_ctrl_84,NCI-H2170,479,470,9,9
ncih2170_facs_fish_0723_sorted_ctrl_85,NCI-H2170,249,249,0,0
ncih2170_facs_fish_0723_sorted_ctrl_86,NCI-H2170,179,175,4,4
ncih2170_facs_fish_0723_sorted_ctrl_87,NCI-H2170,190,190,0,0
ncih2170_facs_fish_0723_sorted_ctrl_88,NCI-H2170,149,148,1,1
ncih2170_facs_fish_0723_sorted_ctrl_89,NCI-H2170,70,70,0,0
ncih2170_facs_fish_0723_sorted_ctrl_9,NCI-H2170,87,87,0,0
ncih2170_facs_fish_0723_sorted_ctrl_90,NCI-H2170,172,171,1,1
ncih2170_facs_fish_0723_sorted_ctrl_91,NCI-H2170,213,213,0,0
ncih2170_facs_fish_0723_sorted_ctrl_92,NCI-H2170,816,804,12,12
ncih2170_facs_fish_0723_sorted_ctrl_93,NCI-H2170,117,116,1,1
ncih2170_facs_fish_0723_sorted_ctrl_94,NCI-H2170,61,61,0,0
ncih2170_facs_fish_0723_sorted_ctrl_95,NCI-H2170,120,120,0,0
ncih2170_facs_fish_0723_sorted_ctrl_96,NCI-H2170,225,220,5,5
ncih2170_facs_fish_0723_sorted_ctrl_97,NCI-H2170,247,246,1,1
ncih2170_facs_fish_0723_sorted_ctrl_98,NCI-H2170,287,284,3,3
ncih2170_facs_fish_0723_sorted_ctrl_99,NCI-H2170,205,203,2,2
ncih2170_jc_jq1_ic50_24h_1,NCI-H2170,83,83,0,0
ncih2170_jc_jq1_ic50_24h_100,NCI-H2170,38,38,0,0
ncih2170_jc_jq1_ic50_24h_101,NCI-H2170,100,99,1,1
ncih2170_jc_jq1_ic50_24h_104,NCI-H2170,75,74,1,1
ncih2170_jc_jq1_ic50_24h_105,NCI-H2170,100,97,3,3
ncih2170_jc_jq1_ic50_24h_106,NCI-H2170,246,239,7,7
ncih2170_jc_jq1_ic50_24h_107,NCI-H2170,112,112,0,0
ncih2170_jc_jq1_ic50_24h_108,NCI-H2170,211,211,0,0
ncih2170_jc_jq1_ic50_24h_109,NCI-H2170,210,208,2,2
ncih2170_jc_jq1_ic50_24h_10_a,NCI-H2170,69,69,0,0
ncih2170_jc_jq1_ic50_24h_10_b,NCI-H2170,237,236,1,1
ncih2170_jc_jq1_ic50_24h_11,NCI-H2170,112,111,1,1
ncih2170_jc_jq1_ic50_24h_111,NCI-H2170,130,128,2,2
ncih2170_jc_jq1_ic50_24h_112,NCI-H2170,319,308,11,11
ncih2170_jc_jq1_ic50_24h_113,NCI-H2170,203,200,3,3
ncih2170_jc_jq1_ic50_24h_114,NCI-H2170,253,250,3,3
ncih2170_jc_jq1_ic50_24h_115,NCI-H2170,187,180,7,7
ncih2170_jc_jq1_ic50_24h_117,NCI-H2170,137,135,2,2
ncih2170_jc_jq1_ic50_24h_118,NCI-H2170,108,105,3,3
ncih2170_jc_jq1_ic50_24h_119,NCI-H2170,178,177,1,1
ncih2170_jc_jq1_ic50_24h_12,NCI-H2170,126,120,6,6
ncih2170_jc_jq1_ic50_24h_120,NCI-H2170,154,143,11,11
ncih2170_jc_jq1_ic50_24h_14,NCI-H2170,63,63,0,0
ncih2170_jc_jq1_ic50_24h_15,NCI-H2170,253,247,6,6
ncih2170_jc_jq1_ic50_24h_17,NCI-H2170,35,35,0,0
ncih2170_jc_jq1_ic50_24h_18,NCI-H2170,193,187,6,6
ncih2170_jc_jq1_ic50_24h_19,NCI-H2170,74,64,10,10
ncih2170_jc_jq1_ic50_24h_2,NCI-H2170,791,783,8,8
ncih2170_jc_jq1_ic50_24h_20,NCI-H2170,191,191,0,0
ncih2170_jc_jq1_ic50_24h_21,NCI-H2170,186,180,6,6
ncih2170_jc_jq1_ic50_24h_23,NCI-H2170,110,110,0,0
ncih2170_jc_jq1_ic50_24h_24,NCI-H2170,99,99,0,0
ncih2170_jc_jq1_ic50_24h_25,NCI-H2170,95,93,2,2
ncih2170_jc_jq1_ic50_24h_26,NCI-H2170,143,142,1,1
ncih2170_jc_jq1_ic50_24h_27,NCI-H2170,451,438,13,13
ncih2170_jc_jq1_ic50_24h_28,NCI-H2170,137,133,4,4
ncih2170_jc_jq1_ic50_24h_29,NCI-H2170,204,201,3,3
ncih2170_jc_jq1_ic50_24h_3,NCI-H2170,97,97,0,0
ncih2170_jc_jq1_ic50_24h_30,NCI-H2170,170,163,7,7
ncih2170_jc_jq1_ic50_24h_31,NCI-H2170,283,274,9,9
ncih2170_jc_jq1_ic50_24h_32,NCI-H2170,153,127,26,26
ncih2170_jc_jq1_ic50_24h_33,NCI-H2170,123,121,2,2
ncih2170_jc_jq1_ic50_24h_34,NCI-H2170,213,209,4,4
ncih2170_jc_jq1_ic50_24h_36,NCI-H2170,281,273,8,8
ncih2170_jc_jq1_ic50_24h_37,NCI-H2170,172,165,7,7
ncih2170_jc_jq1_ic50_24h_38,NCI-H2170,59,59,0,0
ncih2170_jc_jq1_ic50_24h_39,NCI-H2170,161,152,9,9
ncih2170_jc_jq1_ic50_24h_40,NCI-H2170,418,406,12,12
ncih2170_jc_jq1_ic50_24h_41,NCI-H2170,73,69,4,4
