model,split,policy,d_max,iou_min,tp,fp,fn,ignored,precision,recall,f1
ecCount (threshold mask),test,and,30.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,and,30.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,and,30.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,and,30.0,0.3,3503,28532,30125,0,0.10934914936787889,0.10416914476031879,0.106696312992096
ecCount (threshold mask),test,and,30.0,0.4,574,31461,33054,0,0.01791790229436554,0.01706910907577019,0.017483209722370285
ecCount (threshold mask),test,and,30.0,0.5,282,31753,33346,0,0.008802871858904323,0.008385868918758178,0.008589312093568677
ecCount (threshold mask),test,and,40.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,and,40.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,and,40.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,and,40.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,and,40.0,0.3,3503,28532,30125,0,0.10934914936787889,0.10416914476031879,0.106696312992096
ecCount (threshold mask),test,and,40.0,0.4,574,31461,33054,0,0.01791790229436554,0.01706910907577019,0.017483209722370285
ecCount (threshold mask),test,and,40.0,0.5,282,31753,33346,0,0.008802871858904323,0.008385868918758178,0.008589312093568677
ecCount (threshold mask),test,and,50.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,and,50.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,and,50.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,and,50.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,and,50.0,0.3,3503,28532,30125,0,0.10934914936787889,0.10416914476031879,0.106696312992096
ecCount (threshold mask),test,and,50.0,0.4,574,31461,33054,0,0.01791790229436554,0.01706910907577019,0.017483209722370285
ecCount (threshold mask),test,and,50.0,0.5,282,31753,33346,0,0.008802871858904323,0.008385868918758178,0.008589312093568677
ecCount (threshold mask),test,and,75.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,and,75.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,and,75.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,and,75.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,and,75.0,0.3,3503,28532,30125,0,0.10934914936787889,0.10416914476031879,0.106696312992096
ecCount (threshold mask),test,and,75.0,0.4,574,31461,33054,0,0.01791790229436554,0.01706910907577019,0.017483209722370285
ecCount (threshold mask),test,and,75.0,0.5,282,31753,33346,0,0.008802871858904323,0.008385868918758178,0.008589312093568677
ecCount (threshold mask),test,and,100.0,0.0,28538,3475,5090,22,0.8914503482960048,0.8486380397287975,0.8695175271552841
ecCount (threshold mask),test,and,100.0,0.05,27040,4993,6588,2,0.8441294914619298,0.8040918282383728,0.8236243736769163
ecCount (threshold mask),test,and,100.0,0.1,24654,7381,8974,0,0.7695957546433588,0.7331390507910075,0.75092517856327
ecCount (threshold mask),test,and,100.0,0.2,16865,15170,16763,0,0.5264554393631965,0.5015165933150946,0.5136835051703394
ecCount (threshold mask),test,and,100.0,0.3,3503,28532,30125,0,0.10934914936787889,0.10416914476031879,0.106696312992096
ecCount (threshold mask),test,and,100.0,0.4,574,31461,33054,0,0.01791790229436554,0.01706910907577019,0.017483209722370285
ecCount (threshold mask),test,and,100.0,0.5,282,31753,33346,0,0.008802871858904323,0.008385868918758178,0.008589312093568677
ecCount (threshold mask),test,or,5.0,0.0,28619,3390,5009,26,0.8940922865444094,0.8510467467586535,0.8720386367445191
ecCount (threshold mask),test,or,5.0,0.05,27497,4535,6131,3,0.8584228271728271,0.8176816938265731,0.8375571123971977
ecCount (threshold mask),test,or,5.0,0.1,27058,4976,6570,1,0.8446650433913966,0.8046270964672297,0.8241600925954129
ecCount (threshold mask),test,or,5.0,0.2,26734,5300,6894,1,0.8345507897858525,0.7949922683478055,0.8142913709603729
ecCount (threshold mask),test,or,5.0,0.3,26731,5303,6897,1,0.8344571392895049,0.7949030569763292,0.8141999939081965
ecCount (threshold mask),test,or,5.0,0.4,26731,5303,6897,1,0.8344571392895049,0.7949030569763292,0.8141999939081965
ecCount (threshold mask),test,or,5.0,0.5,26731,5303,6897,1,0.8344571392895049,0.7949030569763292,0.8141999939081965
ecCount (threshold mask),test,or,10.0,0.0,29440,2340,4188,255,0.9263687853996224,0.8754609254192934,0.9001956947162426
ecCount (threshold mask),test,or,10.0,0.05,29436,2345,4192,254,0.9262137755262578,0.875341976923992,0.9000596248222722
ecCount (threshold mask),test,or,10.0,0.1,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,or,10.0,0.2,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,or,10.0,0.3,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,or,10.0,0.4,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,or,10.0,0.5,29435,2346,4193,254,0.9261823101853308,0.8753122398001665,0.9000290479903377
ecCount (threshold mask),test,or,15.0,0.0,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604027
ecCount (threshold mask),test,or,15.0,0.05,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604027
ecCount (threshold mask),test,or,15.0,0.1,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604027
ecCount (threshold mask),test,or,15.0,0.2,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604027
ecCount (threshold mask),test,or,15.0,0.3,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604027
ecCount (threshold mask),test,or,15.0,0.4,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604027
ecCount (threshold mask),test,or,15.0,0.5,29585,1842,4043,608,0.9413879784898336,0.8797728083739741,0.9095380831604027
ecCount (threshold mask),test,or,20.0,0.0,29674,1512,3954,849,0.9515167062143269,0.8824194123944332,0.9156663683772025
ecCount (threshold mask),test,or,20.0,0.05,29674,1512,3954,849,0.9515167062143269,0.8824194123944332,0.9156663683772025
ecCount (threshold mask),test,or,20.0,0.1,29674,1512,3954,849,0.9515167062143269,0.8824194123944332,0.9156663683772025
ecCount (threshold mask),test,or,20.0,0.2,29674,1512,3954,849,0.9515167062143269,0.8824194123944332,0.9156663683772025
ecCount (threshold mask),test,or,20.0,0.3,29674,1512,3954,849,0.9515167062143269,0.8824194123944332,0.9156663683772025
ecCount (threshold mask),test,or,20.0,0.4,29674,1512,3954,849,0.9515167062143269,0.8824194123944332,0.9156663683772025
ecCount (threshold mask),test,or,20.0,0.5,29674,1512,3954,849,0.9515167062143269,0.8824194123944332,0.9156663683772025
ecCount (threshold mask),test,or,25.0,0.0,29769,1276,3859,990,0.9588983733290385,0.8852444391578447,0.9206005597389947
ecCount (threshold mask),test,or,25.0,0.05,29769,1276,3859,990,0.9588983733290385,0.8852444391578447,0.9206005597389947
ecCount (threshold mask),test,or,25.0,0.1,29769,1276,3859,990,0.9588983733290385,0.8852444391578447,0.9206005597389947
ecCount (threshold mask),test,or,25.0,0.2,29769,1276,3859,990,0.9588983733290385,0.8852444391578447,0.9206005597389947
ecCount (threshold mask),test,or,25.0,0.3,29769,1276,3859,990,0.9588983733290385,0.8852444391578447,0.9206005597389947
ecCount (threshold mask),test,or,25.0,0.4,29769,1276,3859,990,0.9588983733290385,0.8852444391578447,0.9206005597389947
ecCount (threshold mask),test,or,25.0,0.5,29769,1276,3859,990,0.9588983733290385,0.8852444391578447,0.9206005597389947
ecCount (threshold mask),test,or,30.0,0.0,29888,1092,3740,1055,0.9647514525500323,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,or,30.0,0.05,29888,1092,3740,1055,0.9647514525500323,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,or,30.0,0.1,29888,1092,3740,1055,0.9647514525500323,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,or,30.0,0.2,29888,1092,3740,1055,0.9647514525500323,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,or,30.0,0.3,29888,1092,3740,1055,0.9647514525500323,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,or,30.0,0.4,29888,1092,3740,1055,0.9647514525500323,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,or,30.0,0.5,29888,1092,3740,1055,0.9647514525500323,0.8887831568930653,0.9252105002476474
ecCount (threshold mask),test,or,40.0,0.0,30129,825,3499,1081,0.9733475479744137,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,or,40.0,0.05,30129,825,3499,1081,0.9733475479744137,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,or,40.0,0.1,30129,825,3499,1081,0.9733475479744137,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,or,40.0,0.2,30129,825,3499,1081,0.9733475479744137,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,or,40.0,0.3,30129,825,3499,1081,0.9733475479744137,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,or,40.0,0.4,30129,825,3499,1081,0.9733475479744137,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,or,40.0,0.5,30129,825,3499,1081,0.9733475479744137,0.8959498037349828,0.9330463596667802
ecCount (threshold mask),test,or,50.0,0.0,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820803
ecCount (threshold mask),test,or,50.0,0.05,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820803
ecCount (threshold mask),test,or,50.0,0.1,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820803
ecCount (threshold mask),test,or,50.0,0.2,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820803
ecCount (threshold mask),test,or,50.0,0.3,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820803
ecCount (threshold mask),test,or,50.0,0.4,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820803
ecCount (threshold mask),test,or,50.0,0.5,30373,643,3255,1019,0.9792687645086408,0.9032056619483764,0.9397005135820803
ecCount (threshold mask),test,or,75.0,0.0,30788,385,2840,862,0.9876495685368749,0.9155465683359105,0.9502322495023225
ecCount (threshold mask),test,or,75.0,0.05,30788,385,2840,862,0.9876495685368749,0.9155465683359105,0.9502322495023225
ecCount (threshold mask),test,or,75.0,0.1,30788,385,2840,862,0.9876495685368749,0.9155465683359105,0.9502322495023225
ecCount (threshold mask),test,or,75.0,0.2,30788,385,2840,862,0.9876495685368749,0.9155465683359105,0.9502322495023225
ecCount (threshold mask),test,or,75.0,0.3,30788,385,2840,862,0.9876495685368749,0.9155465683359105,0.9502322495023225
ecCount (threshold mask),test,or,75.0,0.4,30788,385,2840,862,0.9876495685368749,0.9155465683359105,0.9502322495023225
ecCount (threshold mask),test,or,75.0,0.5,30788,385,2840,862,0.9876495685368749,0.9155465683359105,0.9502322495023225
ecCount (threshold mask),test,or,100.0,0.0,30986,256,2642,793,0.9918059023109916,0.9214345188533365,0.9553260366887621
ecCount (threshold mask),test,or,100.0,0.05,30986,256,2642,793,0.9918059023109916,0.9214345188533365,0.9553260366887621
ecCount (threshold mask),test,or,100.0,0.1,30986,256,2642,793,0.9918059023109916,0.9214345188533365,0.9553260366887621
ecCount (threshold mask),test,or,100.0,0.2,30986,256,2642,793,0.9918059023109916,0.9214345188533365,0.9553260366887621
ecCount (threshold mask),test,or,100.0,0.3,30986,256,2642,793,0.9918059023109916,0.9214345188533365,0.9553260366887621
ecCount (threshold mask),test,or,100.0,0.4,30986,256,2642,793,0.9918059023109916,0.9214345188533365,0.9553260366887621
ecCount (threshold mask),test,or,100.0,0.5,30986,256,2642,793,0.9918059023109916,0.9214345188533365,0.9553260366887621
ecSeg,test,and,5.0,0.0,9613,5214,24015,3,0.6483442368651784,0.28586297133341265,0.3967805180063977
ecSeg,test,and,5.0,0.05,9105,5723,24523,2,0.6140410035068788,0.2707565124301178,0.3758048538880634
ecSeg,test,and,5.0,0.1,8107,6723,25521,0,0.5466621712744437,0.24107886285238492,0.33459903421519666
ecSeg,test,and,5.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,5.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,5.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,5.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,and,10.0,0.0,10671,4152,22957,7,0.7198947581461242,0.3173248483406685,0.44048626447338546
ecSeg,test,and,10.0,0.05,9356,5472,24272,2,0.6309684380900998,0.27822053051028905,0.386164768036982
ecSeg,test,and,10.0,0.1,8179,6651,25449,0,0.5515171948752529,0.24321993576781253,0.33757067976391925
ecSeg,test,and,10.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,10.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,10.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,10.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,and,15.0,0.0,10677,4146,22951,7,0.7202995345071848,0.3175032710836208,0.4407339373800334
ecSeg,test,and,15.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.38624731715370647
ecSeg,test,and,15.0,0.1,8179,6651,25449,0,0.5515171948752529,0.24321993576781253,0.33757067976391925
ecSeg,test,and,15.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,15.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,15.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,15.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,and,20.0,0.0,10678,4145,22950,7,0.7203669972340282,0.3175330082074462,0.4407752161978081
ecSeg,test,and,20.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.38624731715370647
ecSeg,test,and,20.0,0.1,8179,6651,25449,0,0.5515171948752529,0.24321993576781253,0.33757067976391925
ecSeg,test,and,20.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,20.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,20.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,20.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,and,25.0,0.0,10678,4144,22950,8,0.7204155984347591,0.3175330082074462,0.4407843137254902
ecSeg,test,and,25.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.38624731715370647
ecSeg,test,and,25.0,0.1,8179,6651,25449,0,0.5515171948752529,0.24321993576781253,0.33757067976391925
ecSeg,test,and,25.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,25.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,25.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,25.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,and,30.0,0.0,10679,4143,22949,8,0.7204830657131291,0.31756274533127155,0.44082559339525285
ecSeg,test,and,30.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.38624731715370647
ecSeg,test,and,30.0,0.1,8179,6651,25449,0,0.5515171948752529,0.24321993576781253,0.33757067976391925
ecSeg,test,and,30.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,30.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,30.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,30.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,and,40.0,0.0,10680,4142,22948,8,0.7205505329914991,0.31759248245509697,0.4408668730650155
ecSeg,test,and,40.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.38624731715370647
ecSeg,test,and,40.0,0.1,8179,6651,25449,0,0.5515171948752529,0.24321993576781253,0.33757067976391925
ecSeg,test,and,40.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,40.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,40.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,40.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,and,50.0,0.0,10680,4142,22948,8,0.7205505329914991,0.31759248245509697,0.4408668730650155
ecSeg,test,and,50.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.38624731715370647
ecSeg,test,and,50.0,0.1,8179,6651,25449,0,0.5515171948752529,0.24321993576781253,0.33757067976391925
ecSeg,test,and,50.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,50.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,50.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,50.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,and,75.0,0.0,10680,4142,22948,8,0.7205505329914991,0.31759248245509697,0.4408668730650155
ecSeg,test,and,75.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.38624731715370647
ecSeg,test,and,75.0,0.1,8179,6651,25449,0,0.5515171948752529,0.24321993576781253,0.33757067976391925
ecSeg,test,and,75.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,75.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,75.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,75.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,and,100.0,0.0,10681,4141,22947,8,0.7206180002698691,0.31762221957892234,0.4409081527347781
ecSeg,test,and,100.0,0.05,9358,5470,24270,2,0.6311033180469382,0.2782800047579398,0.38624731715370647
ecSeg,test,and,100.0,0.1,8179,6651,25449,0,0.5515171948752529,0.24321993576781253,0.33757067976391925
ecSeg,test,and,100.0,0.2,4021,10809,29607,0,0.2711395819285233,0.1195729749018675,0.16595814932518882
ecSeg,test,and,100.0,0.3,1279,13551,32349,0,0.08624409979770735,0.03803378137266564,0.05278798134466961
ecSeg,test,and,100.0,0.4,451,14379,33177,0,0.03041132838840189,0.013411442845248008,0.01861405753435965
ecSeg,test,and,100.0,0.5,201,14629,33427,0,0.013553607552258935,0.0059771618889021055,0.008295843823517272
ecSeg,test,or,5.0,0.0,10761,4061,22867,8,0.7260153825394684,0.32000118948495304,0.4442105263157895
ecSeg,test,or,5.0,0.05,9938,4889,23690,3,0.6702637081000877,0.2955275365766623,0.410195026313074
ecSeg,test,or,5.0,0.1,9759,5068,23869,3,0.6581911377891684,0.2902045914119186,0.40280672789185845
ecSeg,test,or,5.0,0.2,9693,5134,23935,3,0.6537397990153099,0.2882419412394433,0.40008255082034877
ecSeg,test,or,5.0,0.3,9693,5134,23935,3,0.6537397990153099,0.2882419412394433,0.40008255082034877
ecSeg,test,or,5.0,0.4,9693,5134,23935,3,0.6537397990153099,0.2882419412394433,0.40008255082034877
ecSeg,test,or,5.0,0.5,9693,5134,23935,3,0.6537397990153099,0.2882419412394433,0.40008255082034877
ecSeg,test,or,10.0,0.0,11911,2850,21717,69,0.8069236501592033,0.35419888188414417,0.49230196945586807
ecSeg,test,or,10.0,0.05,11901,2861,21727,68,0.8061915729575938,0.3539015106458903,0.49187848729076256
ecSeg,test,or,10.0,0.1,11901,2861,21727,68,0.8061915729575938,0.3539015106458903,0.49187848729076256
ecSeg,test,or,10.0,0.2,11901,2861,21727,68,0.8061915729575938,0.3539015106458903,0.49187848729076256
ecSeg,test,or,10.0,0.3,11901,2861,21727,68,0.8061915729575938,0.3539015106458903,0.49187848729076256
ecSeg,test,or,10.0,0.4,11901,2861,21727,68,0.8061915729575938,0.3539015106458903,0.49187848729076256
ecSeg,test,or,10.0,0.5,11901,2861,21727,68,0.8061915729575938,0.3539015106458903,0.49187848729076256
ecSeg,test,or,15.0,0.0,12101,2538,21527,191,0.8266275018785436,0.3598489354109671,0.501419189093998
ecSeg,test,or,15.0,0.05,12098,2543,21530,189,0.8263096783006625,0.3597597240394909,0.5012741096770184
ecSeg,test,or,15.0,0.1,12098,2543,21530,189,0.8263096783006625,0.3597597240394909,0.5012741096770184
ecSeg,test,or,15.0,0.2,12098,2543,21530,189,0.8263096783006625,0.3597597240394909,0.5012741096770184
ecSeg,test,or,15.0,0.3,12098,2543,21530,189,0.8263096783006625,0.3597597240394909,0.5012741096770184
ecSeg,test,or,15.0,0.4,12098,2543,21530,189,0.8263096783006625,0.3597597240394909,0.5012741096770184
ecSeg,test,or,15.0,0.5,12098,2543,21530,189,0.8263096783006625,0.3597597240394909,0.5012741096770184
ecSeg,test,or,20.0,0.0,12236,2277,21392,317,0.8431061806656102,0.3638634471273938,0.5083400843355975
ecSeg,test,or,20.0,0.05,12234,2281,21394,315,0.8428522218394764,0.3638039728797431,0.5082358806056956
ecSeg,test,or,20.0,0.1,12234,2281,21394,315,0.8428522218394764,0.3638039728797431,0.5082358806056956
ecSeg,test,or,20.0,0.2,12234,2281,21394,315,0.8428522218394764,0.3638039728797431,0.5082358806056956
ecSeg,test,or,20.0,0.3,12234,2281,21394,315,0.8428522218394764,0.3638039728797431,0.5082358806056956
ecSeg,test,or,20.0,0.4,12234,2281,21394,315,0.8428522218394764,0.3638039728797431,0.5082358806056956
ecSeg,test,or,20.0,0.5,12234,2281,21394,315,0.8428522218394764,0.3638039728797431,0.5082358806056956
ecSeg,test,or,25.0,0.0,12370,2029,21258,431,0.8590874366275436,0.36784822171999526,0.5151269077810399
ecSeg,test,or,25.0,0.05,12368,2032,21260,430,0.8588888888888889,0.36778874747234447,0.5150328974764721
ecSeg,test,or,25.0,0.1,12368,2032,21260,430,0.8588888888888889,0.36778874747234447,0.5150328974764721
ecSeg,test,or,25.0,0.2,12368,2032,21260,430,0.8588888888888889,0.36778874747234447,0.5150328974764721
ecSeg,test,or,25.0,0.3,12368,2032,21260,430,0.8588888888888889,0.36778874747234447,0.5150328974764721
ecSeg,test,or,25.0,0.4,12368,2032,21260,430,0.8588888888888889,0.36778874747234447,0.5150328974764721
ecSeg,test,or,25.0,0.5,12368,2032,21260,430,0.8588888888888889,0.36778874747234447,0.5150328974764721
ecSeg,test,or,30.0,0.0,12506,1782,21122,542,0.8752799552071668,0.37189247056024743,0.5219968277819518
ecSeg,test,or,30.0,0.05,12505,1784,21123,541,0.875148715795367,0.371862733436422,0.5219441951708162
ecSeg,test,or,30.0,0.1,12505,1784,21123,541,0.875148715795367,0.371862733436422,0.5219441951708162
ecSeg,test,or,30.0,0.2,12505,1784,21123,541,0.875148715795367,0.371862733436422,0.5219441951708162
ecSeg,test,or,30.0,0.3,12505,1784,21123,541,0.875148715795367,0.371862733436422,0.5219441951708162
ecSeg,test,or,30.0,0.4,12505,1784,21123,541,0.875148715795367,0.371862733436422,0.5219441951708162
ecSeg,test,or,30.0,0.5,12505,1784,21123,541,0.875148715795367,0.371862733436422,0.5219441951708162
ecSeg,test,or,40.0,0.0,12789,1368,20839,673,0.9033693579148124,0.38030807660283095,0.5352725750758607
ecSeg,test,or,40.0,0.05,12789,1369,20839,672,0.9033055516315864,0.38030807660283095,0.535261373624074
ecSeg,test,or,40.0,0.1,12789,1369,20839,672,0.9033055516315864,0.38030807660283095,0.535261373624074
ecSeg,test,or,40.0,0.2,12789,1369,20839,672,0.9033055516315864,0.38030807660283095,0.535261373624074
ecSeg,test,or,40.0,0.3,12789,1369,20839,672,0.9033055516315864,0.38030807660283095,0.535261373624074
ecSeg,test,or,40.0,0.4,12789,1369,20839,672,0.9033055516315864,0.38030807660283095,0.535261373624074
ecSeg,test,or,40.0,0.5,12789,1369,20839,672,0.9033055516315864,0.38030807660283095,0.535261373624074
ecSeg,test,or,50.0,0.0,13042,1047,20586,741,0.9256867059408049,0.387831568930653,0.5466395624201018
ecSeg,test,or,50.0,0.05,13042,1048,20586,740,0.9256210078069553,0.387831568930653,0.5466281067940819
ecSeg,test,or,50.0,0.1,13042,1048,20586,740,0.9256210078069553,0.387831568930653,0.5466281067940819
ecSeg,test,or,50.0,0.2,13042,1048,20586,740,0.9256210078069553,0.387831568930653,0.5466281067940819
ecSeg,test,or,50.0,0.3,13042,1048,20586,740,0.9256210078069553,0.387831568930653,0.5466281067940819
ecSeg,test,or,50.0,0.4,13042,1048,20586,740,0.9256210078069553,0.387831568930653,0.5466281067940819
ecSeg,test,or,50.0,0.5,13042,1048,20586,740,0.9256210078069553,0.387831568930653,0.5466281067940819
ecSeg,test,or,75.0,0.0,13607,548,20021,675,0.9612857647474391,0.4046330438919948,0.569533097545152
ecSeg,test,or,75.0,0.05,13607,548,20021,675,0.9612857647474391,0.4046330438919948,0.569533097545152
ecSeg,test,or,75.0,0.1,13607,548,20021,675,0.9612857647474391,0.4046330438919948,0.569533097545152
ecSeg,test,or,75.0,0.2,13607,548,20021,675,0.9612857647474391,0.4046330438919948,0.569533097545152
ecSeg,test,or,75.0,0.3,13607,548,20021,675,0.9612857647474391,0.4046330438919948,0.569533097545152
ecSeg,test,or,75.0,0.4,13607,548,20021,675,0.9612857647474391,0.4046330438919948,0.569533097545152
ecSeg,test,or,75.0,0.5,13607,548,20021,675,0.9612857647474391,0.4046330438919948,0.569533097545152
ecSeg,test,or,100.0,0.0,13950,285,19678,595,0.9799789251844047,0.41483287736410135,0.582913732946117
ecSeg,test,or,100.0,0.05,13950,285,19678,595,0.9799789251844047,0.41483287736410135,0.582913732946117
ecSeg,test,or,100.0,0.1,13950,285,19678,595,0.9799789251844047,0.41483287736410135,0.582913732946117
ecSeg,test,or,100.0,0.2,13950,285,19678,595,0.9799789251844047,0.41483287736410135,0.582913732946117
