unique_id,cell_line,split,ecDNA_gt,coord_count_npy,count_source
ncih2170_antibiotics_ps_g_113,NCI-H2170,val,79,79,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_38,NCI-H2170,val,223,225,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_39,NCI-H2170,val,58,58,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_45,NCI-H2170,val,94,94,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_51,NCI-H2170,val,86,86,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_63,NCI-H2170,val,78,78,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_86,NCI-H2170,val,85,85,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_89,NCI-H2170,val,103,103,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_99,NCI-H2170,val,867,871,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_5,NCI-H2170,val,94,94,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_53,NCI-H2170,val,56,56,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_67,NCI-H2170,val,103,103,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_88,NCI-H2170,val,35,35,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_95,NCI-H2170,val,17,17,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_21,NCI-H2170,val,71,71,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_38,NCI-H2170,val,46,46,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_61,NCI-H2170,val,9,9,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_77,NCI-H2170,val,75,75,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_81,NCI-H2170,val,58,58,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_17,NCI-H2170,val,188,188,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_18,NCI-H2170,val,102,102,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_19,NCI-H2170,val,33,33,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_32,NCI-H2170,val,201,201,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_37,NCI-H2170,val,107,107,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_59,NCI-H2170,val,160,388,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_62,NCI-H2170,val,168,168,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_63,NCI-H2170,val,160,166,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_92,NCI-H2170,val,147,150,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_93,NCI-H2170,val,451,460,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_45,NCI-H2170,val,141,144,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_60,NCI-H2170,val,567,568,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_70,NCI-H2170,val,115,115,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_110,NCI-H2170,val,526,528,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_123,NCI-H2170,val,430,434,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_126,NCI-H2170,val,196,196,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_133,NCI-H2170,val,557,563,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_143,NCI-H2170,val,191,192,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_27,NCI-H2170,val,520,539,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_31,NCI-H2170,val,89,89,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_19,NCI-H2170,val,96,99,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_20,NCI-H2170,val,87,87,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_12,NCI-H2170,val,77,77,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_115,NCI-H2170,val,152,152,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_14,NCI-H2170,val,70,70,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_21,NCI-H2170,val,48,48,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_49,NCI-H2170,val,141,141,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_64,NCI-H2170,val,113,113,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_65,NCI-H2170,val,89,89,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_83,NCI-H2170,val,51,51,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_1,NCI-H2170,val,368,369,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_11,NCI-H2170,val,835,860,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_125,NCI-H2170,val,442,483,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_17,NCI-H2170,val,473,473,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_33,NCI-H2170,val,352,352,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_37,NCI-H2170,val,150,150,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_71,NCI-H2170,val,378,378,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_101,NCI-H2170,val,91,91,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_11,NCI-H2170,val,183,183,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_116,NCI-H2170,val,105,105,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_117,NCI-H2170,val,237,237,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_12,NCI-H2170,val,104,104,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_27,NCI-H2170,val,47,47,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_28,NCI-H2170,val,81,81,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_45,NCI-H2170,val,156,156,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_77,NCI-H2170,val,48,48,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_86,NCI-H2170,val,110,110,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_90,NCI-H2170,val,106,108,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_15,NCI-H2170,val,201,201,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_31,NCI-H2170,val,145,145,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_6,NCI-H2170,val,192,192,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_7,NCI-H2170,val,81,81,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_100,NCI-H2170,val,143,145,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_51,NCI-H2170,val,302,305,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_58,NCI-H2170,val,24,28,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_63,NCI-H2170,val,214,216,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_80,NCI-H2170,val,296,344,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_91,NCI-H2170,val,213,213,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_96,NCI-H2170,val,220,225,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_108,NCI-H2170,val,211,211,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_17,NCI-H2170,val,35,35,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_23,NCI-H2170,val,110,110,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_36,NCI-H2170,val,273,281,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_90,NCI-H2170,val,134,139,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_13,NCI-H2170,val,192,198,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_16,NCI-H2170,val,92,93,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_2,NCI-H2170,val,110,116,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_22,NCI-H2170,val,177,177,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_3,NCI-H2170,val,108,108,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_34,NCI-H2170,val,123,130,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_37,NCI-H2170,val,147,149,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_40,NCI-H2170,val,173,176,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_64,NCI-H2170,val,195,199,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_66,NCI-H2170,val,102,102,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_67,NCI-H2170,val,303,313,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_7,NCI-H2170,val,152,155,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_71,NCI-H2170,val,236,236,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_82,NCI-H2170,val,233,237,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_91,NCI-H2170,val,123,124,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_2,NCI-H2170,val,314,320,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_72h_32,NCI-H2170,val,158,158,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_72h_63,NCI-H2170,val,148,150,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_high_her2_g3_54,NCI-H2170,val,359,365,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_53,NCI-H2170,val,61,61,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_55,NCI-H2170,val,54,54,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_low_her2_g3_87,NCI-H2170,val,52,52,gt_mask_cc_conn8_min3
ncih716_jc_alo_8nm_24h_16,NCI-H716,val,152,152,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_19,NCI-H716,val,207,209,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_44_a,NCI-H716,val,132,133,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_46,NCI-H716,val,144,144,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_64,NCI-H716,val,148,148,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_1_68,NCI-H716,val,202,202,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_12,NCI-H716,val,166,166,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_24,NCI-H716,val,166,167,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_29,NCI-H716,val,214,214,gt_mask_cc_conn8_min3
ncih716_jc_ctrl_2_49,NCI-H716,val,169,169,gt_mask_cc_conn8_min3
snu16_jc_ctrl_119,SNU16,val,415,415,gt_mask_cc_conn8_min3
snu16_jc_ctrl_13,SNU16,val,380,382,gt_mask_cc_conn8_min3
snu16_jc_ctrl_135,SNU16,val,366,366,gt_mask_cc_conn8_min3
snu16_jc_ctrl_139,SNU16,val,254,257,gt_mask_cc_conn8_min3
snu16_jc_ctrl_60,SNU16,val,97,101,gt_mask_cc_conn8_min3
snu16_jc_ctrl_74,SNU16,val,222,222,gt_mask_cc_conn8_min3
snu16_jc_ctrl_8,SNU16,val,232,234,gt_mask_cc_conn8_min3
snu16_jc_ctrl_9,SNU16,val,161,180,gt_mask_cc_conn8_min3
snu16_jc_ctrl_92,SNU16,val,382,386,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_118,SNU16,val,221,223,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_16,SNU16,val,705,728,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_44,SNU16,val,426,426,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_54,SNU16,val,274,275,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_55,SNU16,val,189,189,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_66,SNU16,val,238,238,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_9,SNU16,val,239,240,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_96,SNU16,val,174,175,gt_mask_cc_conn8_min3
snu16_jc_jq1_ic50_24h_98,SNU16,val,237,241,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_114,COLO320DM,test,107,107,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_23,COLO320DM,test,57,57,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_33,COLO320DM,test,24,24,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_39,COLO320DM,test,41,41,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_47,COLO320DM,test,22,22,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_48,COLO320DM,test,32,32,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_67,COLO320DM,test,91,91,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_69,COLO320DM,test,54,54,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_87_a,COLO320DM,test,31,31,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_ctrl_96,COLO320DM,test,49,49,gt_mask_cc_conn8_min3
colo320dm_qpcr_jq1_24h_dmso_111,COLO320DM,test,4,4,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_100,NCI-H2170,test,102,102,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_104,NCI-H2170,test,316,316,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_105,NCI-H2170,test,175,175,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_107,NCI-H2170,test,559,560,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_109,NCI-H2170,test,182,182,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_110,NCI-H2170,test,411,413,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_113,NCI-H2170,test,341,341,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_35,NCI-H2170,test,84,84,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_37,NCI-H2170,test,539,539,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_40,NCI-H2170,test,248,248,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_43,NCI-H2170,test,239,243,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_47,NCI-H2170,test,296,297,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_53,NCI-H2170,test,302,303,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_70,NCI-H2170,test,446,461,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_71,NCI-H2170,test,330,331,gt_mask_cc_conn8_min3
ncih2170_antibiotics_blank_ctrl_78,NCI-H2170,test,300,301,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_102_b,NCI-H2170,test,252,252,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_105,NCI-H2170,test,237,238,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_107_a,NCI-H2170,test,246,248,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_112,NCI-H2170,test,79,79,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_25,NCI-H2170,test,284,284,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_32,NCI-H2170,test,67,67,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_36,NCI-H2170,test,142,143,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_4,NCI-H2170,test,148,149,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_56_a,NCI-H2170,test,233,233,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_78,NCI-H2170,test,164,167,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_84,NCI-H2170,test,124,124,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_90,NCI-H2170,test,159,159,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_99,NCI-H2170,test,83,83,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_102,NCI-H2170,test,217,217,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_107_a,NCI-H2170,test,103,103,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_114,NCI-H2170,test,202,206,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_115,NCI-H2170,test,296,296,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_36,NCI-H2170,test,912,933,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_42,NCI-H2170,test,245,246,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_44_a,NCI-H2170,test,52,52,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_54,NCI-H2170,test,182,182,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_56,NCI-H2170,test,174,174,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_64,NCI-H2170,test,340,352,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_65,NCI-H2170,test,192,193,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_67,NCI-H2170,test,90,90,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_68,NCI-H2170,test,78,78,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_69,NCI-H2170,test,46,46,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_72,NCI-H2170,test,138,138,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_76,NCI-H2170,test,90,90,gt_mask_cc_conn8_min3
ncih2170_antibiotics_ps_g_96,NCI-H2170,test,521,522,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_30,NCI-H2170,test,406,419,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_31,NCI-H2170,test,103,103,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_33,NCI-H2170,test,80,83,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_51,NCI-H2170,test,48,48,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_52,NCI-H2170,test,246,248,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_59,NCI-H2170,test,55,55,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_62,NCI-H2170,test,184,186,gt_mask_cc_conn8_min3
ncih2170_cart_72h_blank_ctrl_99,NCI-H2170,test,51,51,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_36,NCI-H2170,test,71,71,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_55,NCI-H2170,test,61,61,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_62,NCI-H2170,test,93,94,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_63,NCI-H2170,test,85,85,gt_mask_cc_conn8_min3
ncih2170_cart_72h_cart_69,NCI-H2170,test,52,52,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_20,NCI-H2170,test,126,126,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_46,NCI-H2170,test,242,242,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_49,NCI-H2170,test,65,65,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_57,NCI-H2170,test,119,119,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_61,NCI-H2170,test,223,235,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_69,NCI-H2170,test,110,116,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_71,NCI-H2170,test,126,126,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_80,NCI-H2170,test,400,443,gt_mask_cc_conn8_min3
ncih2170_cart_72h_nt_ctrl_83,NCI-H2170,test,169,185,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_30,NCI-H2170,test,229,230,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_54,NCI-H2170,test,235,241,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_58,NCI-H2170,test,179,179,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_61,NCI-H2170,test,251,259,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_62,NCI-H2170,test,478,481,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_88,NCI-H2170,test,341,350,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_90,NCI-H2170,test,87,87,gt_mask_cc_conn8_min3
ncih2170_ctrl_1_94,NCI-H2170,test,299,300,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_105,NCI-H2170,test,184,186,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_132,NCI-H2170,test,274,275,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_139,NCI-H2170,test,246,246,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_24,NCI-H2170,test,642,643,gt_mask_cc_conn8_min3
ncih2170_ctrl_2_96,NCI-H2170,test,96,99,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_13,NCI-H2170,test,375,377,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_high_her2_7,NCI-H2170,test,62,62,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_19,NCI-H2170,test,40,40,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_2,NCI-H2170,test,189,190,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0223_low_her2_6,NCI-H2170,test,15,15,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_high_her2_27,NCI-H2170,test,396,396,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_10,NCI-H2170,test,191,192,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_11,NCI-H2170,test,44,46,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_28,NCI-H2170,test,174,175,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_43,NCI-H2170,test,139,139,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_56,NCI-H2170,test,101,101,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_8,NCI-H2170,test,87,87,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_87,NCI-H2170,test,67,67,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_91,NCI-H2170,test,79,79,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0423_low_her2_94,NCI-H2170,test,132,132,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_108,NCI-H2170,test,186,207,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_110,NCI-H2170,test,358,358,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_111,NCI-H2170,test,278,294,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_21,NCI-H2170,test,180,180,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_high_her2_80,NCI-H2170,test,403,412,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_1,NCI-H2170,test,36,36,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_115,NCI-H2170,test,63,63,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_22,NCI-H2170,test,308,308,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_23,NCI-H2170,test,85,85,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_52,NCI-H2170,test,116,116,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_low_her2_60,NCI-H2170,test,93,93,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_pre_sort_ctrl_29,NCI-H2170,test,225,235,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_45,NCI-H2170,test,472,472,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_46,NCI-H2170,test,178,178,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_49,NCI-H2170,test,365,366,gt_mask_cc_conn8_min3
ncih2170_facs_fish_0723_sorted_ctrl_60,NCI-H2170,test,187,197,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_100,NCI-H2170,test,38,38,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_38,NCI-H2170,test,59,59,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_48,NCI-H2170,test,223,231,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_50,NCI-H2170,test,72,75,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_7,NCI-H2170,test,328,331,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_84,NCI-H2170,test,64,65,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_86,NCI-H2170,test,193,196,gt_mask_cc_conn8_min3
ncih2170_jc_jq1_ic50_24h_98,NCI-H2170,test,97,103,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_11,NCI-H2170,test,89,91,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_12,NCI-H2170,test,445,456,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_15,NCI-H2170,test,84,88,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_18,NCI-H2170,test,107,109,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_35,NCI-H2170,test,135,138,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_46,NCI-H2170,test,151,151,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_47,NCI-H2170,test,175,179,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_55,NCI-H2170,test,55,55,gt_mask_cc_conn8_min3
ncih2170_jc_lap_ic50_24h_65,NCI-H2170,test,318,322,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_1,NCI-H2170,test,61,63,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_50,NCI-H2170,test,105,105,gt_mask_cc_conn8_min3
ncih2170_jc_ner_ic50_24h_54,NCI-H2170,test,86,86,gt_mask_cc_conn8_min3
ncih2170_post_facs_fish_high_her2_g3_28,NCI-H2170,test,89,89,gt_mask_cc_conn8_min3
